gene	chromosome	position_start	position_end	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status
intron_5_181247386_181257187	5	181247386	181257187	0.239212089909462	4	2	0.0800394265145612	Skin_Not_Sun_Exposed_Suprapubic	0.259194186719528	Pancreas	3.10889915239906	0.0671815932409702	0.733959758394609	-1.75045735536675	-1.12829776581145	-1.47443640732249	0.270965164226191	2	0
intron_2_69419604_69431902	2	69419604	69431902	0.239287801029704	5	2	0.319999991574413	Pancreas	0.843764351723471	Skin_Not_Sun_Exposed_Suprapubic	4.44240224796084	1.0233016568117e-16	0.525728576594327	-0.99445790052414	0.722479045391083	-0.220141004529801	0.613799211619058	2	0
intron_16_56683230_56683594	16	56683230	56683594	0.239318267144509	1	1	0.239318267144512	Pancreas	0.239318267144512	Pancreas	1	1	1	1.17669248822297	1.17669248822297	1.17669248822297	NA	1	0
intron_11_61430182_61445941	11	61430182	61445941	0.239332979311352	5	2	0.094999991753094	Kidney_Cortex	0.246715883401834	Skin_Not_Sun_Exposed_Suprapubic	4.57104453813945	1.31824356980893e-17	0.32903397274324	-1.66959261894226	-1.15836311849727	-1.55306682879284	0.222801584811992	2	0
intron_19_53449638_53460915	19	53449638	53460915	0.239345217127184	3	3	0.0791229622604089	Pancreas	0.499010948831358	Skin_Sun_Exposed_Lower_leg	1.66414028906273	0.351418596225647	0.351418596225647	-0.896473348140717	1.75579767075278	0.51179036534444	1.33374304688396	3	0
intron_16_88656304_88657436	16	88656304	88657436	0.239412519432205	5	2	0.681593860943352	Pancreas	0.817322355190977	Esophagus_Mucosa	4.83074057481527	1.36049154649596e-17	0.163653704014516	-0.266310602426529	0.410289135468289	-0.00430571915583425	0.344067854558488	2	0
intron_12_57476651_57476871	12	57476651	57476871	0.239551676548024	4	2	0.047548625925571	Pancreas	0.370000008467644	Skin_Not_Sun_Exposed_Suprapubic	3.50263057665813	1.28690184627733e-16	0.394999323079442	-1.98138043720101	-0.896473348140716	-1.3053434620585	0.469583366594685	2	0
intron_15_101285801_101286908	15	101285801	101286908	0.239576070806252	3	2	0.140000013615074	Skin_Sun_Exposed_Lower_leg	0.300000023490669	Esophagus_Mucosa	2.04309303205602	3.42079025730988e-33	0.956906967943978	1.03643333911896	1.47579097747803	1.32933843135834	0.253663250777127	2	0
intron_1_29312706_29314603	1	29312706	29314603	0.239592228392531	2	1	0.237571102163863	Skin_Not_Sun_Exposed_Suprapubic	0.241811887837391	Skin_Sun_Exposed_Lower_leg	1.99921153074706	0.000788469252934859	1.99921153074706	-1.18107960244028	-1.17046998079627	-1.17577479161828	0.00750213541030784	1	0
intron_17_75606021_75610166	17	75606021	75610166	0.239602323661276	5	2	0.24502695395153	Esophagus_Mucosa	0.952262459759894	Skin_Not_Sun_Exposed_Suprapubic	4.41524186695213	0.00626583447813161	0.528091679754271	-0.0598658739605272	1.1625134760658	0.520263599589597	0.574140149045605	2	0
intron_16_496859_503004	16	496859	503004	0.239660596664269	3	3	0.180000015550816	Esophagus_Mucosa	0.599999986413845	Skin_Sun_Exposed_Lower_leg	1.53573802279967	0.472099620840133	0.472099620840133	-1.34075498580933	0.524400532245636	-0.456579724947612	0.936338444217036	3	0
intron_7_32933896_32942870	7	32933896	32942870	0.239667423802492	5	2	0.0970000080275054	Kidney_Cortex	0.710443571884362	Skin_Sun_Exposed_Lower_leg	4.00513371481378	1.13748048536873e-17	0.994866285186217	0.371260424040297	1.65957486629486	0.711077780147948	0.533903824760131	2	0
intron_17_81667007_81667729	17	81667007	81667729	0.239681732833575	3	1	0.239582412255614	Esophagus_Mucosa	0.242084537645052	Skin_Sun_Exposed_Lower_leg	2.98811812853886	6.3456587461599e-18	2.98811812853886	1.16979236324753	1.17603119089782	1.17345652309408	0.00325898562378155	1	0
intron_16_30659977_30660263	16	30659977	30660263	0.239831610354967	4	1	0.233422932684721	Pancreas	0.245532414352159	Skin_Not_Sun_Exposed_Suprapubic	3.99946560412719	1.73178726316737e-17	3.99946560412719	1.16126926514804	1.19158774478947	1.17532945236383	0.0136912984614573	1	0
intron_7_108515574_108526029	7	108515574	108526029	0.239845576677379	5	1	0.155649913410294	Skin_Not_Sun_Exposed_Suprapubic	0.270000019848617	Esophagus_Mucosa	4.90751243833575	1.70578762468287e-18	4.90751243833575	1.10306251049042	1.41985495050126	1.16642099849259	0.141673886124453	1	0
intron_16_14644609_14649804	16	14644609	14649804	0.239846373227193	5	1	0.229012670967153	Kidney_Cortex	0.270000019848617	Pancreas	4.98419896422701	1.60367363814442e-17	4.98419896422701	-1.20290607045367	-1.10306251049042	-1.17345737199009	0.0400341593860257	1	0
intron_5_134370928_134371013	5	134370928	134371013	0.239858641739844	1	1	0.239858641739847	Skin_Sun_Exposed_Lower_leg	0.239858641739847	Skin_Sun_Exposed_Lower_leg	1	1	1	1.1753401895661	1.1753401895661	1.1753401895661	NA	1	0
intron_1_147659775_147669830	1	147659775	147669830	0.23990207214099	5	4	0.079105491604408	Skin_Sun_Exposed_Lower_leg	0.700000008572275	Skin_Not_Sun_Exposed_Suprapubic	2.05815802303435	4.56254564538195e-17	0.591153411102715	-1.35007721891451	1.75589996122752	-0.16604923030595	1.14908641436622	4	0
intron_11_65041106_65041286	11	65041106	65041286	0.239917527869492	5	2	0.0960000079490665	Pancreas	0.432700992936648	Esophagus_Mucosa	3.92957565830501	8.31798575310933e-17	0.941584376605014	-1.66456282138825	-0.784578068442879	-1.29062257957339	0.352944661667434	2	0
intron_2_253115_264782	2	253115	264782	0.23994244068028	3	2	0.0940000066787742	Skin_Sun_Exposed_Lower_leg	0.470000004017645	Kidney_Cortex	2.26803905062688	1.76722556260056e-17	0.731960949373119	0.722479045391083	1.67466485500336	1.35526480711589	0.548016795577244	2	0
intron_10_45848912_45853655	10	45848912	45853655	0.239954395665265	4	1	0.231766599468474	Esophagus_Mucosa	0.262283938093772	Kidney_Cortex	3.98485350581011	1.50694850745699e-17	3.98485350581011	1.12100921939545	1.19582053786712	1.17281216561524	0.034796833204258	1	0
intron_17_15231080_15239471	17	15231080	15239471	0.239999981104836	4	1	0.239999981104839	Pancreas	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	4	3.92662538609048e-80	4	1.17498683929443	1.17498683929443	1.17498683929443	2.22044604925031e-16	1	0
intron_17_80306468_80307128	17	80306468	80307128	0.239999981104836	4	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Pancreas	4	3.92662538609048e-80	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	1.81298660734736e-16	1	0
intron_19_35784317_35784495	19	35784317	35784495	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	4	3.92662538609048e-80	4	1.17498683929443	1.17498683929443	1.17498683929443	0	1	0
intron_19_45297954_45299811	19	45297954	45299811	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	4	3.92662538609048e-80	4	1.17498683929443	1.17498683929443	1.17498683929443	1.28197512425571e-16	1	0
intron_2_69996888_70018015	2	69996888	70018015	0.239999981104836	3	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	3	5.34638516930171e-35	3	1.17498683929443	1.17498683929443	1.17498683929443	1.57009245868378e-16	1	0
intron_2_71075610_71076604	2	71075610	71076604	0.239999981104836	4	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Kidney_Cortex	4	3.92662538609048e-80	4	1.17498683929443	1.17498683929443	1.17498683929443	0	1	0
intron_10_58388819_58394358	10	58388819	58394358	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	4	8.55304796829762e-66	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	0	1	0
intron_11_34452207_34453090	11	34452207	34453090	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Skin_Sun_Exposed_Lower_leg	4	1.57219721209492e-81	4	1.17498683929443	1.17498683929443	1.17498683929443	2.22044604925031e-16	1	0
intron_15_42730764_42730963	15	42730764	42730963	0.239999981104836	4	1	0.239999981104839	Pancreas	0.239999981104839	Esophagus_Mucosa	4	3.92662538609048e-80	4	1.17498683929443	1.17498683929443	1.17498683929443	1.28197512425571e-16	1	0
intron_1_45329437_45329889	1	45329437	45329889	0.239999981104836	4	1	0.239999981104839	Pancreas	0.239999981104839	Esophagus_Mucosa	4	9.31175253885261e-17	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	2.22044604925031e-16	1	0
intron_3_48990914_49001438	3	48990914	49001438	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	4	3.92662538609048e-80	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	0	1	0
intron_17_82240062_82248875	17	82240062	82248875	0.239999981104836	4	1	0.239999981104839	Pancreas	0.239999981104839	Esophagus_Mucosa	4	3.92662538609048e-80	4	1.17498683929443	1.17498683929443	1.17498683929443	2.22044604925031e-16	1	0
intron_7_26201826_26202971	7	26201826	26202971	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Kidney_Cortex	4	1.21515599956877e-17	4	-1.17498683929443	1.17498683929443	-0.587493419647217	1.17498683929443	1	0
intron_9_125341264_125342219	9	125341264	125342219	0.239999981104836	4	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Pancreas	4	6.0983766772932e-48	4	1.17498683929443	1.17498683929443	1.17498683929443	2.86658352329951e-16	1	0
intron_10_110894198_110894412	10	110894198	110894412	0.239999981104836	4	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Pancreas	4	1.02894128000247e-49	4	-1.17498683929443	1.17498683929443	-0.587493419647217	1.17498683929443	1	0
intron_1_5864517_5865102	1	5864517	5865102	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	4	2.64458894246364e-17	4	1.17498683929443	1.17498683929443	1.17498683929443	1.81298660734736e-16	1	0
intron_1_229302989_229303806	1	229302989	229303806	0.239999981104836	3	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Esophagus_Mucosa	3	6.08744469241178e-17	3	1.17498683929443	1.17498683929443	1.17498683929443	1.57009245868378e-16	1	0
intron_17_61393747_61399037	17	61393747	61399037	0.239999981104836	1	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Kidney_Cortex	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_17_61400571_61401684	17	61400571	61401684	0.239999981104836	1	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Sun_Exposed_Lower_leg	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_17_75516910_75517009	17	75516910	75517009	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_18_79986750_79988240	18	79986750	79988240	0.239999981104836	4	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Esophagus_Mucosa	4	1.21515599956877e-17	4	1.17498683929443	1.17498683929443	1.17498683929443	1.81298660734736e-16	1	0
intron_20_41121790_41122006	20	41121790	41122006	0.239999981104836	3	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Esophagus_Mucosa	3	6.08744469241178e-17	3	-1.17498683929443	1.17498683929443	0.391662279764811	1.35675793592182	1	0
intron_20_45416694_45419295	20	45416694	45419295	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Kidney_Cortex	4	3.1256354957751e-17	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	1.81298660734736e-16	1	0
intron_22_50728564_50730721	22	50728564	50730721	0.239999981104836	1	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Kidney_Cortex	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_2_190673152_190683738	2	190673152	190683738	0.239999981104836	4	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Esophagus_Mucosa	4	1.1331166295921e-16	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	1.81298660734736e-16	1	0
intron_2_219279898_219280578	2	219279898	219280578	0.239999981104836	4	1	0.239999981104839	Pancreas	0.239999981104839	Esophagus_Mucosa	4	5.73977761487099e-17	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	1.28197512425571e-16	1	0
intron_7_100222720_100223570	7	100222720	100223570	0.239999981104836	4	1	0.239999981104839	Pancreas	0.239999981104839	Esophagus_Mucosa	4	3.98568009088913e-17	4	1.17498683929443	1.17498683929443	1.17498683929443	1.28197512425571e-16	1	0
intron_8_98032317_98033099	8	98032317	98033099	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	4	1.04601067433642e-16	4	1.17498683929443	1.17498683929443	1.17498683929443	0	1	0
intron_8_98032317_98033042	8	98032317	98033042	0.239999981104836	4	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Kidney_Cortex	4	4.01370360524614e-17	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	2.22044604925031e-16	1	0
intron_9_539633_540508	9	539633	540508	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_10_102920101_103049707	10	102920101	103049707	0.239999981104836	1	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Kidney_Cortex	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_11_63818652_63818802	11	63818652	63818802	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_12_18088956_18089229	12	18088956	18089229	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Kidney_Cortex	4	3.2231970257873e-17	4	1.17498683929443	1.17498683929443	1.17498683929443	1.28197512425571e-16	1	0
intron_12_18088956_18090089	12	18088956	18090089	0.239999981104836	4	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Esophagus_Mucosa	4	2.01446618633484e-17	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	1.81298660734736e-16	1	0
intron_16_4871301_4872884	16	4871301	4872884	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	4	1.41685329414242e-48	4	1.17498683929443	1.17498683929443	1.17498683929443	0	1	0
intron_1_70276844_70292388	1	70276844	70292388	0.239999981104836	1	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Sun_Exposed_Lower_leg	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_1_109492104_109492586	1	109492104	109492586	0.239999981104836	3	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Kidney_Cortex	3	4.79507837772346e-17	3	1.17498683929443	1.17498683929443	1.17498683929443	2.71947991102104e-16	1	0
intron_15_94340924_94345129	15	94340924	94345129	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_19_47495596_47514843	19	47495596	47514843	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_2_127867279_127869454	2	127867279	127869454	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_11_63818365_63818527	11	63818365	63818527	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_4_13381594_13474318	4	13381594	13474318	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	4	2.97106715325219e-17	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	0	1	0
intron_5_141630125_141634811	5	141630125	141634811	0.239999981104836	3	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Esophagus_Mucosa	3	1.41301364910212e-16	3	-1.17498683929443	-1.17498683929443	-1.17498683929443	1.57009245868378e-16	1	0
intron_1_19230963_19232624	1	19230963	19232624	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_9_125341264_125346819	9	125341264	125346819	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_11_112089011_112119292	11	112089011	112119292	0.239999981104836	1	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Sun_Exposed_Lower_leg	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_2_85621579_85623646	2	85621579	85623646	0.239999981104836	1	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Sun_Exposed_Lower_leg	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_7_73552242_73553548	7	73552242	73553548	0.239999981104836	4	1	0.239999981104839	Pancreas	0.239999981104839	Skin_Sun_Exposed_Lower_leg	4	4.51331380462595e-33	4	1.17498683929443	1.17498683929443	1.17498683929443	1.81298660734736e-16	1	0
intron_19_2341014_2343211	19	2341014	2343211	0.239999981104836	1	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Sun_Exposed_Lower_leg	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_15_88859417_88871382	15	88859417	88871382	0.239999981104836	1	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Kidney_Cortex	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_6_159763053_159767005	6	159763053	159767005	0.239999981104836	1	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Sun_Exposed_Lower_leg	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_14_31850201_31859118	14	31850201	31859118	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_3_45705209_45706780	3	45705209	45706780	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_15_78527563_78537300	15	78527563	78537300	0.239999981104836	1	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Kidney_Cortex	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_6_73595214_73600351	6	73595214	73600351	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_10_133381659_133383970	10	133381659	133383970	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_17_47619164_47619737	17	47619164	47619737	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_14_50120384_50129961	14	50120384	50129961	0.239999981104836	1	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Sun_Exposed_Lower_leg	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_18_697414_706470	18	697414	706470	0.239999981104836	1	1	0.239999981104839	Pancreas	0.239999981104839	Pancreas	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_12_10373137_10379702	12	10373137	10379702	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_2_31184598_31186428	2	31184598	31186428	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_16_8866442_8868049	16	8866442	8868049	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_5_96742756_96747345	5	96742756	96747345	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_19_3094787_3110149	19	3094787	3110149	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_19_42284771_42286771	19	42284771	42286771	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_1_2193910_2194688	1	2193910	2194688	0.239999981104836	5	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	5	4.80595412204605e-17	5	-1.17498683929443	-1.17498683929443	-1.17498683929443	1.57009245868378e-16	1	0
intron_1_26432518_26432891	1	26432518	26432891	0.239999981104836	2	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	2	6.12164181842999e-17	2	1.17498683929443	1.17498683929443	1.17498683929443	0	1	0
intron_1_101026061_101086852	1	101026061	101086852	0.239999981104836	1	1	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_1_150344547_150346018	1	150344547	150346018	0.239999981104836	4	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Pancreas	4	2.01446618633484e-17	4	-1.17498683929443	-1.17498683929443	-1.17498683929443	1.28197512425571e-16	1	0
intron_16_70034360_70035624	16	70034360	70035624	0.239999981104836	1	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Sun_Exposed_Lower_leg	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_19_11351973_11352057	19	11351973	11352057	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_19_17933048_17936410	19	17933048	17936410	0.239999981104836	1	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_19_35505765_35505939	19	35505765	35505939	0.239999981104836	1	1	0.239999981104839	Pancreas	0.239999981104839	Pancreas	1	1	1	1.17498683929443	1.17498683929443	1.17498683929443	NA	1	0
intron_19_45297954_45298143	19	45297954	45298143	0.239999981104836	2	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	2	2.8605059899596e-16	2	-1.17498683929443	-1.17498683929443	-1.17498683929443	2.22044604925031e-16	1	0
intron_19_46733875_46736823	19	46733875	46736823	0.239999981104836	4	1	0.239999981104839	Pancreas	0.239999981104839	Kidney_Cortex	4	4.71025556478178e-17	4	1.17498683929443	1.17498683929443	1.17498683929443	1.81298660734736e-16	1	0
intron_19_52527711_52532908	19	52527711	52532908	0.239999981104836	2	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Esophagus_Mucosa	2	2.8605059899596e-16	2	-1.17498683929443	-1.17498683929443	-1.17498683929443	0	1	0
intron_19_55321044_55322648	19	55321044	55322648	0.239999981104836	1	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Kidney_Cortex	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_19_55675435_55677046	19	55675435	55677046	0.239999981104836	3	1	0.239999981104839	Kidney_Cortex	0.239999981104839	Pancreas	3	4.79507837772346e-17	3	-1.17498683929443	-1.17498683929443	-1.17498683929443	1.57009245868378e-16	1	0
intron_20_1915455_1927875	20	1915455	1927875	0.239999981104836	1	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Sun_Exposed_Lower_leg	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_20_45416694_45418852	20	45416694	45418852	0.239999981104836	4	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Kidney_Cortex	4	1.01166395556814e-16	4	1.17498683929443	1.17498683929443	1.17498683929443	1.81298660734736e-16	1	0
intron_20_58995759_58997603	20	58995759	58997603	0.239999981104836	5	1	0.239999981104839	Pancreas	0.239999981104839	Esophagus_Mucosa	5	1.55784439208922e-33	5	1.17498683929443	1.17498683929443	1.17498683929443	1.11022302462516e-16	1	0
intron_20_58996801_58997603	20	58996801	58997603	0.239999981104836	2	1	0.239999981104839	Esophagus_Mucosa	0.239999981104839	Kidney_Cortex	2	6.12164181842999e-17	2	-1.17498683929443	-1.17498683929443	-1.17498683929443	3.14018491736755e-16	1	0
intron_21_43971490_43978046	21	43971490	43978046	0.239999981104836	4	1	0.239999981104839	Pancreas	0.239999981104839	Esophagus_Mucosa	4	2.01446618633484e-17	4	1.17498683929443	1.17498683929443	1.17498683929443	2.56395024851142e-16	1	0
intron_22_25702991_25703510	22	25702991	25703510	0.239999981104836	3	1	0.239999981104839	Pancreas	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	3	6.08744469241178e-17	3	1.17498683929443	1.17498683929443	1.17498683929443	2.22044604925031e-16	1	0
intron_1_244862534_244863674	1	244862534	244863674	0.239999981104836	1	1	0.239999981104839	Skin_Sun_Exposed_Lower_leg	0.239999981104839	Skin_Sun_Exposed_Lower_leg	1	1	1	-1.17498683929443	-1.17498683929443	-1.17498683929443	NA	1	0
intron_2_26373629_26375040	2	26373629	26375040	0.239999981104836	3	1	0.239999981104839	Pancreas	0.239999981104839	Skin_Not_Sun_Exposed_Suprapubic	3	2.80455655589111e-17	3	1.17498683929443	1.17498683929443	1.17498683929443	2.71947991102104e-16	1	0
