gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status	GeneID	chromosome	map_location	start_position	end_position
ENSG00000009950.15	MLXIPL	0.270090627833852	5	2	0.192311665242435	Pancreas	0.420000015398974	Kidney_Cortex	3.9729165862294	4.69687748293608e-17	0.973525602392243	-0.806421220302582	1.30377102318388	0.831295072258131	0.917504302708822	2	0	51085	7	7q11.23	73593200	73624521
ENSG00000125375.14	ATP5S	0.270245463402979	4	4	0.350000012526044	Kidney_Cortex	0.547841347631448	Skin_Sun_Exposed_Lower_leg	2.64323824266846	0.211447491065834	0.211447491065834	-0.934589266777039	0.772193193435669	0.270114610234104	0.806446980986525	4	0	NA	NA	NA	NA	NA
ENSG00000276030.1	CTD-2027I19.3	0.270345884873057	2	2	0.120000006072841	Esophagus_Mucosa	0.259999981650469	Skin_Sun_Exposed_Lower_leg	1.86724663780805	0.132753362191953	0.132753362191953	1.12639117240906	1.55477356910706	1.34058237075806	0.3029120976461	2	0	NA	NA	NA	NA	NA
ENSG00000136895.18	GARNL3	0.270360391504009	4	3	0.122452851522465	Esophagus_Mucosa	0.819999998740581	Skin_Not_Sun_Exposed_Suprapubic	2.16303763881566	3.63209664921628e-19	0.835133485020678	-0.674489736557007	1.54455948875902	-0.00799124065399652	1.05626040052947	3	0	84253	9	9q33.3	127224470	127393659
ENSG00000124780.13	KCNK17	0.270373048420655	3	2	0.0925152947044627	Pancreas	0.166609670082753	Kidney_Cortex	2.64388627039584	0.0446119311250527	0.311501798479105	-1.4239144219102	1.68227619633613	-0.374939419958108	1.78171739945681	2	0	89822	6	6p21.2	39299000	39314418
ENSG00000007237.18	GAS7	0.270397411426508	4	4	0.120000006072841	Esophagus_Mucosa	0.800000003329066	Pancreas	2.32827183346315	0.138559121136495	0.138559121136495	-1.55477356910706	1.47347690537098	0.154864268727444	1.34994029935808	4	0	8522	17	17p13.1	9910605	10198605
ENSG00000150961.14	SEC24D	0.27050777467614	5	3	0.155166846810328	Skin_Not_Sun_Exposed_Suprapubic	0.8802939013348	Skin_Sun_Exposed_Lower_leg	3.62517545236002	0.0466246933674611	0.198520555171788	-1.42151585776526	0.176374167203903	-0.512772114867839	0.616658089278	3	0	9871	4	4q26	118722822	118838682
ENSG00000205544.3	TMEM256	0.27063477703798	4	4	0.0440000037343035	Esophagus_Mucosa	0.953516231722941	Skin_Not_Sun_Exposed_Suprapubic	1.90095253983541	0.230590470113681	0.230590470113681	-2.01409077644348	0.49585035443306	-0.284598393208485	1.17952075256821	4	0	254863	17	17p13.1	7402974	7404096
ENSG00000157823.16	AP3S2	0.27068682022145	5	1	0.150000007200987	Kidney_Cortex	0.371381550612844	Esophagus_Mucosa	4.79238878084157	0.00955724353501494	4.79238878084157	-1.43953144550323	-0.893888501385897	-1.07890371244634	0.20955904004897	1	0	10239	15	15q26.1	89830598	89893993
ENSG00000204052.4	LRRC73	0.270711213972514	4	4	0.0987004678779582	Esophagus_Mucosa	0.879999994721675	Pancreas	1.4990946049761	0.526724853748423	0.526724853748423	-1.65118665171922	0.727056670114016	-0.575406842879453	1.07359515543383	4	0	221424	6	6p21.1	43506964	43510345
ENSG00000064547.13	LPAR2	0.270808071211497	4	3	0.140000013615074	Pancreas	0.529999982566569	Skin_Not_Sun_Exposed_Suprapubic	2.83618248616871	0.0418255122104132	0.2941127147119	-0.731864513121669	1.47579097747803	-0.131856248071448	1.07274186169665	3	0	9170	19	19p13.11	19623654	19628394
ENSG00000161981.10	SNRNP25	0.27083441055493	5	2	0.106241969163067	Kidney_Cortex	0.792227920630458	Skin_Not_Sun_Exposed_Suprapubic	4.02962155213399	2.53145656953871e-05	0.8923754166425	-1.61531743832173	-0.263418645865791	-0.603403049172007	0.568481428820941	2	0	79622	16	16p13.3	53827	57668
ENSG00000090104.11	RGS1	0.270864193923146	5	2	0.100000007226205	Skin_Sun_Exposed_Lower_leg	0.819999998740581	Pancreas	3.57066741839674	6.50056127365534e-17	1.40435297702055	-1.64485359191895	1.51410186290741	-0.389915464114414	1.24511101521793	2	0	5996	1	1q31.2	192575772	192580023
ENSG00000104936.17	DMPK	0.270908800773437	5	2	0.120000006072841	Kidney_Cortex	0.648740168157723	Skin_Sun_Exposed_Lower_leg	3.55683999189994	5.43298528630405e-06	1.36023371430559	-1.55477356910706	0.75356867111872	-0.64525121302911	0.875851114981526	2	0	1760	19	19q13.32	45769708	45782489
ENSG00000131781.12	FMO5	0.271135244853378	5	3	0.114563346675509	Skin_Not_Sun_Exposed_Suprapubic	0.818413059584379	Kidney_Cortex	2.84385520803861	0.00396389433469225	0.260992749978346	-1.57800985115915	0.856984376496679	-0.613254445459077	1.08533339187626	3	0	2330	1	1q21.1	147183962	147225797
ENSG00000149256.15	TENM4	0.271315685654302	5	4	0.0475520036259833	Skin_Not_Sun_Exposed_Suprapubic	0.814638290012041	Esophagus_Mucosa	2.32236700384271	7.76375584609508e-17	0.108877996132787	-1.9813502960664	-0.23444659348666	-0.898204204856818	0.791633883184909	4	0	26011	11	11q14.1	78652828	79441029
ENSG00000172766.18	NAA16	0.271434095191561	4	4	0.13821238331851	Skin_Not_Sun_Exposed_Suprapubic	0.910000000601017	Kidney_Cortex	1.92672103100672	0.0921183017765858	0.0921183017765858	-1.48248089524951	0.722409130651255	-0.133498671206326	0.944085518543739	4	0	79612	13	13q14.11	41311238	41377030
ENSG00000103254.9	FAM173A	0.271471297755903	5	2	0.109999993610868	Kidney_Cortex	0.370000008467644	Skin_Sun_Exposed_Lower_leg	3.1519750212349	4.38824264494084e-18	1.75706743554115	-1.59819316864014	-0.896473348140717	-1.23352951487225	0.32145424431733	2	0	NA	NA	NA	NA	NA
ENSG00000167083.6	GNGT2	0.271534611460695	5	3	0.0720178374570973	Esophagus_Mucosa	0.639999990437317	Kidney_Cortex	3.05527739228167	0.0137147374343661	0.774241847426219	-0.537321486243117	1.79900533084781	0.673807331760389	1.11604984082955	3	0	2793	17	17q21.32	49206233	49210573
ENSG00000101109.11	STK4	0.271537324423231	2	1	0.259999981650469	Skin_Sun_Exposed_Lower_leg	0.290000025381774	Skin_Not_Sun_Exposed_Suprapubic	1.97362967750199	0.0263703224980083	1.97362967750199	-1.12639117240906	-1.05812156200409	-1.09225636720657	0.0482739044663166	1	0	6789	20	20q13.12	44966469	45080020
ENSG00000115548.16	KDM3A	0.271571821562522	5	3	0.109999993610868	Esophagus_Mucosa	0.636734199101549	Skin_Sun_Exposed_Lower_leg	2.33232013669366	1.21452610462686e-16	0.987170813240667	-0.789191663265228	1.59819316864014	0.301460349796565	1.07228626163742	3	0	55818	2	2p11.2	86440646	86492715
ENSG00000256061.7	DYX1C1	0.271619458814913	5	5	0.131915622022342	Kidney_Cortex	0.998882152629797	Skin_Sun_Exposed_Lower_leg	3.08742929055818	0.115821752028561	0.115821752028561	-0.0014010143707646	1.50659062457471	0.794857054856374	0.540878071444746	5	0	NA	NA	NA	NA	NA
ENSG00000091640.7	SPAG7	0.271685980020941	5	1	0.165065143359619	Pancreas	0.371125575172079	Kidney_Cortex	4.76321467089464	0.0115411764209592	4.76321467089464	0.894366976914114	1.38823616433843	1.07237724102791	0.225584590432175	1	0	9552	17	17p13.2	4959225	4967816
ENSG00000175920.16	DOK7	0.271701111168857	5	3	0.110820746557287	Esophagus_Mucosa	0.408075745091544	Pancreas	3.09263786063242	0.000317320692473482	0.27472453962566	-1.5945149429634	0.900746316354461	-0.69673402987598	0.942933005877126	3	0	285489	4	4p16.3	3463305	3501481
ENSG00000167077.12	MEI1	0.271864056212446	5	2	0.164103005615469	Esophagus_Mucosa	0.572982045632743	Skin_Not_Sun_Exposed_Suprapubic	4.59275082967922	0.00613191367580924	0.329256396287168	-1.39140382425319	-0.563665140490772	-1.02250293853387	0.370311497156507	2	0	150365	22	22q13.2	41699502	41799476
ENSG00000113396.12	SLC27A6	0.271878793189721	3	2	0.169999994427472	Esophagus_Mucosa	0.329999997751668	Skin_Not_Sun_Exposed_Suprapubic	2.01716514202014	3.12815475109906e-16	0.982834857979858	-1.3722038269043	1.3722038269043	-0.324704627195994	1.48298436516986	2	0	28965	5	5q23.3	128965487	129033634
ENSG00000189367.14	KIAA0408	0.271917943162354	5	4	0.0450000058051629	Kidney_Cortex	0.844500600238293	Pancreas	2.29969938389908	0.000826305404354161	0.315341505943398	-2.00465440750122	1.80139909967029	0.0760246321411874	1.37632791292658	4	0	9729	6	6q22.33	127438405	127459388
ENSG00000170092.14	SPDYE5	0.271982897399323	5	2	0.169999994427472	Kidney_Cortex	0.725232922207133	Skin_Not_Sun_Exposed_Suprapubic	4.59203983452459	0.0350980675801944	0.16854906898657	-1.3722038269043	-0.351473803486676	-0.989603056912551	0.455039427542704	2	0	442590	7	7q11.23	75492319	75504315
ENSG00000281097.1	LINC01395	0.271990561703641	3	3	0.076999999130954	Skin_Not_Sun_Exposed_Suprapubic	0.939999999276279	Skin_Sun_Exposed_Lower_leg	1.30594363701541	0.667194453796052	0.667194453796052	-1.76836442947388	-0.0752698630094528	-1.07194603979588	0.885583624954343	3	0	101929557	11	11q24.3	129612115	129617268
ENSG00000133878.8	DUSP26	0.272008581856165	2	2	0.590000019272663	Pancreas	0.629999996124455	Esophagus_Mucosa	1.79992823215707	0.20007176784293	0.20007176784293	0.481726855039597	0.538836002349853	0.510281428694725	0.0403822653308641	2	0	78986	8	8p12	33591329	33600022
ENSG00000196136.17	SERPINA3	0.272069740633684	3	1	0.258842869189819	Skin_Sun_Exposed_Lower_leg	0.28000002467138	Esophagus_Mucosa	2.99047074231068	1.61616575751373e-16	2.99047074231068	-1.12913030432956	-1.08031928539276	-1.09658962503836	0.0281810549225816	1	0	12	14	14q32.13	94612390	94624052
ENSG00000167645.16	YIF1B	0.272093946353208	5	3	0.0859999954097873	Kidney_Cortex	0.605964758994759	Esophagus_Mucosa	2.40914142373909	4.68226585587558e-18	0.939828972522644	-1.71688604354858	1.71688604354858	0.130150966180893	1.3494957411245	3	0	90522	19	19q13.2	38303557	38315975
ENSG00000125386.15	FAM193A	0.272114570592116	2	2	0.108845788131956	Skin_Not_Sun_Exposed_Suprapubic	0.44000001228967	Pancreas	1.57324613068218	0.426753869317821	0.426753869317821	0.772193193435669	1.60340264197234	1.187797917704	0.587753837646607	2	0	8603	4	4p16.3	2535374	2732572
ENSG00000165698.15	SPACA9	0.272130640247589	4	3	0.0713548699294268	Esophagus_Mucosa	0.460948277863998	Pancreas	3.11197146299773	0.00912326599810891	0.251509847556052	0.737286273457941	1.80321236098151	1.12228045370721	0.467792724023566	3	0	11092	9	9q34.13	132878319	132890313
ENSG00000113763.10	UNC5A	0.272139316762823	5	2	0.159999983390071	Esophagus_Mucosa	0.460000006504713	Skin_Not_Sun_Exposed_Suprapubic	3.00821751212576	5.56636787782063e-17	1.99175827071055	-0.74138045821539	1.40507161617279	0.546997510365742	1.17496670086207	2	0	90249	5	5q35.2	176810558	176880897
ENSG00000161036.12	LRWD1	0.272181467590309	5	2	0.109999993610868	Kidney_Cortex	0.546506477114967	Pancreas	4.16321320887273	0.00384827381006586	0.793146163763256	-1.59819316864014	-0.603003325225733	-0.964105467219601	0.383855234922316	2	0	222229	7	7q22.1	102464983	102473167
ENSG00000054392.12	HHAT	0.272290599466014	5	4	0.250000000737035	Skin_Not_Sun_Exposed_Suprapubic	0.749999997076816	Kidney_Cortex	3.16471012487509	0.0265811216368203	0.115255494186498	-0.815012891314065	1.15034937858582	0.273862641319363	0.815469574510149	4	0	55733	1	1q32.2	210327872	210676297
ENSG00000074211.13	PPP2R2C	0.272421779830336	3	3	0.100000007226204	Esophagus_Mucosa	0.29961862046002	Skin_Sun_Exposed_Lower_leg	1.88510925593063	0.114998674029965	0.114998674029965	-1.10306251049042	1.64485359191895	-0.165153502897498	1.56785746538847	3	0	5522	4	4p16.1	6320577	6563798
ENSG00000136280.15	CCM2	0.27245400844986	5	3	0.0748613536203822	Skin_Not_Sun_Exposed_Suprapubic	0.730560429961572	Pancreas	2.38794425299219	1.90310048188972e-16	0.814479080562319	-0.385320454835892	1.78131286712495	0.811932465904823	0.92654567659751	3	0	83605	7	7p13	44999745	45076469
ENSG00000104886.11	PLEKHJ1	0.272460080477041	4	3	0.271330212817634	Pancreas	0.740080951984625	Kidney_Cortex	3.09246676252952	0.0664740768927197	0.281612084129774	-0.331746146775905	1.10000438159434	0.674221136343867	0.681129365971377	3	0	55111	19	19p13.3	2229980	2236723
ENSG00000176928.5	GCNT4	0.272471405511948	4	2	0.229999996267641	Kidney_Cortex	0.262367120115945	Esophagus_Mucosa	2.88893979502077	0.00716727353117695	1.02958094043947	1.12081382033822	1.20035886764526	1.15690908890964	0.039406591267866	2	0	51301	5	5q13.3	75025345	75052557
ENSG00000133328.3	HRASLS2	0.272479239476063	4	2	0.329999997751668	Esophagus_Mucosa	0.590000019272663	Skin_Sun_Exposed_Lower_leg	3.41541723576946	3.40691341624963e-16	0.579701410340493	-0.974113881587982	0.824354408168816	-0.14435070617939	0.960821890801224	2	0	NA	NA	NA	NA	NA
ENSG00000141646.13	SMAD4	0.272550068461466	5	1	0.169999994427472	Skin_Sun_Exposed_Lower_leg	0.329999997751668	Esophagus_Mucosa	4.9153206343886	1.53768239198316e-16	4.9153206343886	0.974113881587982	1.3722038269043	1.08897897005081	0.175758792259556	1	0	4089	18	18q21.2	51030212	51085041
ENSG00000180917.17	CMTR2	0.272551972130674	4	3	0.513501533908723	Pancreas	0.687557722258043	Esophagus_Mucosa	3.51441731541642	0.0604032355171628	0.172075409344985	-0.520066198172582	0.653395197806374	0.281778576500416	0.545144089126254	3	0	55783	16	16q22.2	71281391	71290177
ENSG00000104852.14	SNRNP70	0.272556455727995	5	3	0.230122165850686	Kidney_Cortex	0.918628849190332	Esophagus_Mucosa	4.15921729641965	0.00020514682028492	0.19303472882117	-1.20004422317671	0.49585035443306	-0.125627307470799	0.64133247619783	3	0	6625	19	19q13.33	49085450	49108605
ENSG00000254521.6	SIGLEC12	0.272609849005925	5	1	0.186202491415745	Esophagus_Mucosa	0.47076501180638	Kidney_Cortex	4.82394366095348	0.000361379849479023	4.82394366095348	-1.32189688028659	-0.721234885073328	-1.07487115532594	0.255273968768553	1	0	89858	19	19q13.41	51491226	51501799
ENSG00000186185.13	KIF18B	0.272625072840948	3	3	0.324636669954815	Skin_Sun_Exposed_Lower_leg	0.939999999276279	Kidney_Cortex	2.09830481940742	0.10373764540773	0.10373764540773	0.0752698630094528	0.984974350913595	0.394664738410762	0.511797479392313	3	0	146909	17	17q21.31	44924710	44947772
ENSG00000159674.11	SPON2	0.272672292788174	4	3	0.0509999977277803	Skin_Sun_Exposed_Lower_leg	0.390000006482609	Pancreas	2.67469851311652	1.57303535465041e-17	0.474571588872257	0.859617352485657	1.95147979259491	1.14718636055787	0.536408720066587	3	0	10417	4	4p16.3	1166931	1208843
ENSG00000187905.10	LRRC74B	0.272686644966687	1	1	0.272686644966691	Esophagus_Mucosa	0.272686644966691	Esophagus_Mucosa	1	1	1	1.09689648618427	1.09689648618427	1.09689648618427	NA	1	0	400891	22	22q11.21	21045945	21064167
ENSG00000132017.10	DCAF15	0.27281639356976	3	1	0.259999981650469	Skin_Sun_Exposed_Lower_leg	0.309999981230415	Skin_Not_Sun_Exposed_Suprapubic	2.9616416005764	1.27775732056046e-17	2.9616416005764	1.01522207260132	1.12639117240906	1.08933480580648	0.0641835096995667	0.999999999999999	0	90379	19	19p13.12	13952508	13961448
ENSG00000224592.5	RP5-884C9.2	0.272875810781044	2	2	0.109999993610868	Skin_Sun_Exposed_Lower_leg	0.189895218026615	Skin_Not_Sun_Exposed_Suprapubic	1.88164426094076	0.118355739059243	0.118355739059243	-1.59819316864014	-1.3108891471316	-1.45454115788587	0.203154621870855	2	0	NA	NA	NA	NA	NA
ENSG00000177971.8	IMP3	0.272928910122887	3	1	0.229999996267641	Esophagus_Mucosa	0.309999981230415	Pancreas	2.97108180905872	0.00371209327776708	2.97108180905872	1.01522207260132	1.20035886764526	1.09123416741689	0.0969084191270492	1	0	55272	15	15q24.2	75639092	75640223
ENSG00000183735.9	TBK1	0.272997046115032	4	2	0.0848211650687221	Esophagus_Mucosa	0.391883361779581	Skin_Not_Sun_Exposed_Suprapubic	3.43139147668881	4.6965096265376e-17	0.504492738759576	-1.72337260830972	0.856206872650358	-0.964785038934742	1.2252907440714	2	0	29110	12	12q14.2	64452104	64502113
ENSG00000159307.18	SCUBE1	0.273023411421879	2	2	0.109999993610868	Skin_Sun_Exposed_Lower_leg	0.950000001576635	Kidney_Cortex	1.16595142264454	0.834048577355462	0.834048577355462	-0.0627067759633064	1.59819316864014	0.767743196338415	1.17443361370146	2	0	80274	22	22q13.2	43197279	43343371
ENSG00000273664.1	RP11-2N1.3	0.273146206254431	2	2	0.13000000626664	Skin_Not_Sun_Exposed_Suprapubic	0.199999988080868	Skin_Sun_Exposed_Lower_leg	1.5405555046142	0.459444495385802	0.459444495385802	-1.51410186290741	-1.28155159950256	-1.39782673120499	0.164437868220284	2	0	NA	NA	NA	NA	NA
ENSG00000142798.17	HSPG2	0.273199515660495	5	3	0.13000000626664	Kidney_Cortex	0.609999981770324	Skin_Not_Sun_Exposed_Suprapubic	3.17286222569396	2.14322296267745e-16	0.828693204298986	-1.51410186290741	-0.510073482990265	-1.25468315127297	0.421882290906601	3	0	3339	1	1p36.12	21822243	21937309
ENSG00000118705.16	RPN2	0.273218896172294	5	3	0.0722318445278732	Pancreas	0.339999986477289	Kidney_Cortex	3.90102037322541	2.81704703950936e-17	0.164852324769259	-1.79765406770972	0.954165279865265	-0.953547467122786	1.08830440442748	3	0	6185	20	20q11.23	37179160	37241622
ENSG00000004779.9	NDUFAB1	0.273231424660313	4	2	0.169999994427472	Skin_Not_Sun_Exposed_Suprapubic	0.559999994432344	Pancreas	3.73528150615423	2.21593776956633e-16	0.233069908267594	-1.3722038269043	0.582841515541077	-0.783060036659458	0.930065743886431	2	0	4706	16	16p12.2	23581011	23596328
ENSG00000141510.16	TP53	0.273248994172714	4	2	0.150000007200987	Esophagus_Mucosa	0.259999981650469	Kidney_Cortex	3.13025232862172	4.89050799736294e-18	0.86974767137828	-1.43953144550324	-1.12639117240906	-1.36124637722969	0.156570136547089	2	0	7157	17	17p13.1	7668420	7687489
ENSG00000277135.1	RP11-327J17.9	0.273259043834607	5	1	0.259999981650469	Pancreas	0.318810273548824	Skin_Sun_Exposed_Lower_leg	4.83052750007971	4.24666950430757e-17	4.83052750007971	-1.12639117240906	-0.996905722930648	-1.07643760499755	0.0519586135442567	1	0	NA	NA	NA	NA	NA
ENSG00000189171.14	S100A13	0.273387026749095	4	2	0.135605847855083	Skin_Sun_Exposed_Lower_leg	0.319999991574413	Pancreas	3.78751392599114	0.00066574907996152	0.146066597171029	-1.49235598267098	1.28155159950256	-0.166147281962616	1.51056661326094	2	0	6284	1	1q21.3	153618798	153634360
ENSG00000103966.10	EHD4	0.273397436673231	4	3	0.128082106938102	Skin_Sun_Exposed_Lower_leg	0.475660428159431	Esophagus_Mucosa	2.57102524497291	0.0295021582692649	0.412426450244088	-1.52170861933937	-0.713299530170132	-1.09898299001765	0.359659288322353	3	0	30844	15	15q15.1	41895932	41972556
ENSG00000160284.14	SPATC1L	0.27351540991588	5	2	0.339738163443749	Skin_Sun_Exposed_Lower_leg	0.905863048949468	Pancreas	4.30118022333414	0.0098781811493273	0.520459822822679	-0.954682734975388	0.438469715529634	-0.413458534082862	0.583956300220753	2	0	84221	21	21q22.3	46161147	46185162
ENSG00000128394.16	APOBEC3F	0.273526366654914	2	2	0.169999994427472	Pancreas	0.981366536532675	Esophagus_Mucosa	1.51080084032342	0.489199159676578	0.489199159676578	-1.3722038269043	0.023355706397257	-0.67442406025352	0.986809609547062	2	0	200316	22	22q13.1	39019080	39055971
ENSG00000100311.16	PDGFB	0.273560909308739	2	2	0.159999983390071	Skin_Sun_Exposed_Lower_leg	0.919999998708424	Esophagus_Mucosa	1.54182083239096	0.458179167609038	0.458179167609038	-1.40507161617279	-0.100433722138405	-0.752752669155598	0.92251830186465	2	0	5155	22	22q13.1	39223358	39244981
ENSG00000099821.13	POLRMT	0.273575902652569	3	3	0.429913899054691	Esophagus_Mucosa	0.924218839878684	Skin_Not_Sun_Exposed_Suprapubic	2.60620991385111	0.142257465038286	0.142257465038286	-0.78933899837208	0.253347098827362	-0.210370915415249	0.53081117930694	3	0	5442	19	19p13.3	617220	633556
ENSG00000259275.2	RP11-522B15.3	0.273703814240708	3	3	0.0499999938747847	Esophagus_Mucosa	0.370000008467644	Skin_Not_Sun_Exposed_Suprapubic	1.91572436581886	0.288277450320177	0.288277450320177	0.896473348140717	1.95996403694153	1.44407612085342	0.532454209664592	3	0	NA	NA	NA	NA	NA
ENSG00000101624.10	CEP76	0.27374956322269	4	2	0.29493555119621	Skin_Not_Sun_Exposed_Suprapubic	0.995052242530574	Skin_Sun_Exposed_Lower_leg	3.06584066520345	0.00312462772882553	0.894307958330571	-0.883841681918583	1.04735570904199	-0.171077081778947	0.907271616905422	2	0	79959	18	18p11.21	12661955	12702776
ENSG00000176444.18	CLK2	0.273856149134782	2	1	0.270000019848617	Pancreas	0.28000002467138	Skin_Not_Sun_Exposed_Suprapubic	1.99074584574589	0.009254154254115	1.99074584574589	-1.10306251049042	-1.08031928539276	-1.09169089794159	0.0160818886926047	1	0	1196	1	1q22	155262867	155273503
ENSG00000176293.19	ZNF135	0.273865792891902	5	2	0.120000006072841	Kidney_Cortex	0.918986519566477	Esophagus_Mucosa	3.19037352135638	0.00803890283888033	1.74794934290719	-0.690308809280396	1.55477356910706	0.324665852486377	1.07794427234015	2	0	7694	19	19q13.43	58059226	58069754
ENSG00000100206.9	DMC1	0.273919460834807	4	2	0.109999993610868	Skin_Not_Sun_Exposed_Suprapubic	0.300000023490669	Kidney_Cortex	3.21698354287721	1.13463181363314e-16	0.772210520000489	1.03643333911896	1.59819316864014	1.41808778047562	0.265201712581741	2	0	11144	22	22q13.1	38509153	38570285
ENSG00000100226.15	GTPBP1	0.273928571467937	5	2	0.154806647452026	Esophagus_Mucosa	0.368234173905456	Skin_Sun_Exposed_Lower_leg	4.00353728869494	2.22169104204882e-16	0.942071380423221	-1.42275687274888	-0.89978594784994	-1.1303144162202	0.250103457067998	2	0	9567	22	22q13.1	38704560	38738264
ENSG00000066654.13	THUMPD1	0.27394751997866	4	3	0.250000000737035	Skin_Sun_Exposed_Lower_leg	1	Pancreas	3.23059648271012	3.92268778607817e-19	0.302337155179304	-0.453480738140906	1.15034937858582	0.174217160111227	0.684967638449367	3	0	55623	16	16p12.3	20730588	20741829
ENSG00000160213.6	CSTB	0.273963913554357	5	3	0.220020279016212	Skin_Sun_Exposed_Lower_leg	0.872869185142634	Pancreas	4.21430691632134	0.003330572702265	0.223470366915065	-1.22647419846751	0.389644546616428	-0.601151266582152	0.695982910433305	3	0	1476	21	21q22.3	43773949	43776307
ENSG00000167306.19	MYO5B	0.273976798036954	5	2	0.13000000626664	Esophagus_Mucosa	0.370447147653229	Skin_Sun_Exposed_Lower_leg	3.27825265069517	1.74560863511909e-17	1.71588028631084	-1.51410186290741	-0.895636101820338	-1.26730001884551	0.337948922422737	2	0	4645	18	18q21.1	49822788	50195146
ENSG00000182836.9	PLCXD3	0.27422752988967	4	2	0.109999993610868	Kidney_Cortex	0.885336783733613	Skin_Not_Sun_Exposed_Suprapubic	3.05954045443498	4.67107018427734e-18	0.940459545565016	0.144207291009629	1.59819316864014	1.23469669923251	0.726992938815254	2	0	345557	5	5p13.1	41306951	41510600
ENSG00000275040.1	RP11-70D24.4	0.274317135427366	2	2	0.13000000626664	Skin_Sun_Exposed_Lower_leg	0.519999993383419	Skin_Not_Sun_Exposed_Suprapubic	1.06733836121516	0.932661638784837	0.932661638784837	-1.51410186290741	-0.643345415592194	-1.0787236392498	0.615717788658496	2	0	NA	NA	NA	NA	NA
ENSG00000137806.8	NDUFAF1	0.274342788890611	5	3	0.127651941752573	Kidney_Cortex	0.622913592813969	Skin_Sun_Exposed_Lower_leg	2.78663196525215	0.000619751163163543	0.111831227747614	-0.511869320799783	1.52342687817561	0.584811944001594	0.731759520092182	3	0	51103	15	15q15.1	41387352	41402500
ENSG00000109323.8	MANBA	0.27436059542158	3	2	0.092009692042317	Skin_Not_Sun_Exposed_Suprapubic	0.429999993801473	Esophagus_Mucosa	2.60846961256933	0.0606760779807128	0.330854309449954	0.789191663265228	1.68489054016012	1.2518779343093	0.448586128098266	2	0	4126	4	4q24	102630769	102760967
ENSG00000184207.8	PGP	0.274468898254686	5	1	0.24071562696316	Kidney_Cortex	0.329022169228428	Skin_Sun_Exposed_Lower_leg	4.94430704161239	2.8031827684385e-17	4.94430704161239	-1.17319996281181	-0.976085352724512	-1.08637190727591	0.0771368401477212	1	0	283871	16	16p13.3	2211592	2214839
ENSG00000272894.5	RP5-1159O4.1	0.274505951865044	5	3	0.0549498804169059	Pancreas	0.820836509394688	Skin_Sun_Exposed_Lower_leg	3.8945635468549	1.00937947966365e-05	0.130961474965585	-1.91927231016128	-0.226469203095522	-0.619306650094835	0.733530349735621	3	0	NA	NA	NA	NA	NA
ENSG00000140395.8	WDR61	0.2745140783336	4	3	0.333543597203123	Kidney_Cortex	0.830000003806407	Pancreas	2.43013482800764	9.15766849629572e-17	0.433173358464147	-0.214701563119888	0.96700087308571	0.354219652108421	0.657909010111081	3	0	80349	15	15q25.1	78283232	78299702
ENSG00000127220.5	ABHD8	0.274614403742094	4	1	0.226030920383025	Esophagus_Mucosa	0.356203718778475	Pancreas	3.90910380644448	5.59864662778943e-17	3.90910380644448	-1.21064648525671	-0.922622974337939	-1.07991747139608	0.148203954840134	1	0	79575	19	19p13.11	17292130	17303424
ENSG00000196455.7	PIK3R4	0.274618696725818	5	2	0.316211482779265	Skin_Sun_Exposed_Lower_leg	0.862017489141012	Pancreas	4.69793835160855	1.92740995128114e-16	0.211937912517204	0.173806559479624	1.0022735722743	0.803548661895615	0.353181735060982	2	0	30849	3	3q22.1	130678933	130746828
ENSG00000237807.3	RP11-400K9.4	0.274687755736229	4	3	0.319999991574413	Skin_Not_Sun_Exposed_Suprapubic	0.96777321766053	Kidney_Cortex	2.70034372957009	0.00352977166103591	0.296471863254186	-0.994457900524139	0.896473348140717	0.00654701440405073	0.779135493330048	3	0	NA	NA	NA	NA	NA
ENSG00000145919.10	BOD1	0.27469279431588	5	2	0.0869999904414318	Kidney_Cortex	0.819999998740581	Skin_Not_Sun_Exposed_Suprapubic	3.16573564152174	1.11022302462516e-16	1.80639411291897	0.227544978260994	1.71143960952759	0.915656434355048	0.683221766856735	2	0	91272	5	5q35.2	173607144	173617071
ENSG00000145725.19	PPIP5K2	0.274844930862664	4	2	0.281631694569482	Esophagus_Mucosa	0.885901908047091	Skin_Sun_Exposed_Lower_leg	3.49856323849499	1.17792741993604e-16	0.38983461923193	-0.553384721279144	1.07666110530424	0.145092851659631	0.693313519149047	2	0	23262	5	5q21.1	103120272	103212798
ENSG00000143498.17	TAF1A	0.274898602390339	5	4	0.0659970658341301	Pancreas	0.647972549411801	Skin_Not_Sun_Exposed_Suprapubic	3.60428747550966	0.0390309234332251	0.234362558936111	-1.83844359740518	-0.456580567326621	-1.23118746614989	0.517494081323572	4	0	9015	1	1q41	222557901	222590095
ENSG00000175711.8	B3GNTL1	0.274915928104965	5	4	0.0795176412859346	Esophagus_Mucosa	0.958699457477026	Kidney_Cortex	2.83826656498623	0.0602358897789601	0.240734324388881	-0.163658484816551	1.75349170989255	0.634746418742889	0.779299046469554	4	0	146712	17	17q25.3	82942148	83051844
