gene	gene_name	zscore	effect_size	pvalue	var_g	n_snps_used	n_snps_in_cov	n_snps_in_model	GeneID	chromosome.x	start_position	end_position
ENSG00000167851.13	CD300A	1.10306251049042	0.114957219829629	0.270000019848617	0.00616909245642346	1	1	1	11314	17	74466372	74484797
ENSG00000125657.4	TNFSF9	1.10306251049042	2.7996207153949	0.270000019848617	9.69162706246328e-06	1	1	1	8744	19	6531025	6535923
ENSG00000167085.11	PHB	1.10306251049042	1.83139808146784	0.270000019848617	2.55098300663041e-05	1	1	1	NA	NA	NA	NA
ENSG00000163449.10	TMEM169	1.10306251049042	0.119612823102508	0.270000019848617	0.00501094182417517	1	1	1	92691	2	216081918	216102782
ENSG00000131398.13	KCNC3	1.10306251049042	0.0651755484312928	0.270000019848617	0.016932817022755	1	1	1	3748	19	50311936	50333535
ENSG00000071564.14	TCF3	-1.10291088460895	-0.0585376265723139	0.270065866923138	0.0222201092891426	2	2	2	6929	19	1609291	1652614
ENSG00000122512.14	PMS2	1.10247712927683	0.0233588367579402	0.270254296103787	0.15135614727875	2	2	2	5395	7	5970924	6009105
ENSG00000128872.9	TMOD2	-1.10205156128191	-0.0401084083541914	0.27043925618801	0.0489931597099527	2	2	2	29767	15	51751560	51816362
ENSG00000185215.8	TNFAIP2	-1.10159458193352	-0.140501722620602	0.270637964863332	0.00362895713284658	2	2	2	7127	14	103121174	103137438
ENSG00000163344.5	PMVK	1.1015686075193	0.258329607550825	0.270649262342603	0.00108992149392412	2	2	2	10654	1	154924739	154942657
ENSG00000157570.11	TSPAN18	1.10153317925649	0.101045718714774	0.270664672260911	0.00839112415594817	2	2	2	90139	11	44726961	44932422
ENSG00000205250.8	E2F4	-1.10091743218028	-0.371846615916759	0.270932594383891	0.000539741374633597	2	2	2	1874	16	67192154	67198917
ENSG00000160746.12	ANO10	-1.10064312438616	-8.14748401830887	0.271052008909625	1.43062634131567e-06	2	2	2	55129	3	43365847	43691593
ENSG00000104805.15	NUCB1	-1.1003767094578	-0.108338510647158	0.271168021947913	0.00841721673378057	2	2	2	4924	19	48900311	48923371
ENSG00000146904.8	EPHA1	-1.10035093266571	-0.051880456783121	0.271179248513914	0.0249366593664223	2	2	2	2041	7	143391128	143408855
ENSG00000104886.11	PLEKHJ1	1.10000438159434	0.111459821620129	0.271330212817634	0.00556176078704731	2	2	2	55111	19	2229980	2236723
ENSG00000124164.15	VAPB	-1.09992260665587	-0.0194041532229199	0.271365843945148	0.206838737588859	2	2	2	9217	20	58389210	58451100
ENSG00000112159.11	MDN1	1.09976448813886	0.119204044192984	0.271434748727985	0.00552000518203665	3	3	3	23195	6	89642497	89828020
ENSG00000112343.10	TRIM38	-1.09934118058581	-0.023238558833087	0.271619276397365	0.159709447570653	3	3	3	10475	6	25962722	25991230
ENSG00000158773.14	USF1	1.09900765753384	0.0475575154264682	0.271764725822246	0.0362732334432552	2	2	2	7391	1	161039250	161045976
ENSG00000112304.10	ACOT13	1.09900333481212	0.067118322223749	0.271766611311499	0.0205589659188553	2	2	2	55856	6	24667076	24705045
ENSG00000157326.18	DHRS4	-1.09835459343264	-0.0294973306821842	0.272049681551402	0.0870734101528227	4	5	5	10901	14	23953734	23969278
ENSG00000136888.6	ATP6V1G1	1.09788285987269	0.0972250845743552	0.272255643330851	0.00869786227808662	2	2	2	9550	9	114587768	114598878
ENSG00000188234.13	AGAP4	1.09761085938892	0.0143785895107495	0.27237444891482	0.517786684009953	3	3	3	119016	10	45825593	45854689
ENSG00000283696.1	RP11-122G18.12	1.09752338504729	0.0307521754727993	0.272412663886416	0.0927197269270392	2	2	2	NA	NA	NA	NA
ENSG00000161921.14	CXCL16	1.09725310216308	0.0373612355356141	0.272530765725955	0.055162407943336	3	3	3	58191	17	4733532	4739927
ENSG00000241945.7	PWP2	-1.09688327327913	-0.00882460916385754	0.272692421587968	1.01010391825532	3	3	3	5822	21	44107322	44131180
ENSG00000139514.12	SLC7A1	1.09614918715012	0.190646594674896	0.273013492206397	0.00248781605807677	2	2	2	6541	13	29509409	29595687
ENSG00000006744.18	ELAC2	-1.09611154659363	-0.0267304342229067	0.273029962195061	0.120836935129307	3	3	3	60528	17	12991611	13018026
ENSG00000170832.12	USP32	-1.09606127444497	-14.4155263003924	0.273051960318617	3.74904555908775e-07	2	2	2	84669	17	60177230	60422469
ENSG00000166454.9	ATMIN	-1.09551252360945	-0.0767606600594705	0.273292161943136	0.0110426429103445	2	2	2	23300	16	81035841	81047349
ENSG00000197191.4	CYSRT1	-1.09534903132749	-0.080465042412732	0.273363754430082	0.01287525719637	2	2	2	375791	9	137225173	137226314
ENSG00000128524.4	ATP6V1F	-1.09515407251102	-0.142950540432642	0.273449142722934	0.00357507887402775	2	2	2	9296	7	128862855	128865846
ENSG00000150540.13	HNMT	-1.0950637251725	-0.626318467837804	0.27348871933963	0.000219728596066944	2	2	2	3176	2	137964067	138016363
ENSG00000115649.15	CNPPD1	-1.09499225442732	-0.252252917419533	0.273520029845932	0.00192182024845928	2	2	2	27013	2	219171896	219179271
ENSG00000278925.1	AC005753.1	1.09480517759448	0.0787682366854828	0.273601997643029	0.0105511822201639	2	2	2	NA	NA	NA	NA
ENSG00000180535.3	BHLHA15	-1.09421769397581	-0.717640505259952	0.273859513003638	0.000184478433357985	2	2	2	168620	7	98211438	98215456
ENSG00000116157.5	GPX7	-1.0937016392474	-0.00844538270614622	0.274085855109196	1.16892232970333	3	3	3	2882	1	52602370	52609050
ENSG00000146457.14	WTAP	-1.09332304704575	-0.0364814962178966	0.274251987277624	0.0669426716737591	2	2	2	9589	6	159726695	159756318
ENSG00000115541.10	HSPE1	-1.09300905020424	-10.7893883048578	0.27438982617187	6.44688666995921e-07	2	2	2	3336	2	197500378	197503448
ENSG00000187961.13	KLHL17	-1.09271741906865	-0.0539154532903045	0.274517889307917	0.0280613114212928	2	3	3	339451	1	960102	965718
ENSG00000160877.5	NACC1	1.09255469404706	0.433804974178774	0.274589364016689	0.000427387884235453	2	2	2	112939	19	13116847	13141146
ENSG00000170382.11	LRRN2	1.09221110892575	0.0548242432539829	0.274740320760871	0.0257523189947167	2	2	2	10446	1	204617169	204685835
ENSG00000129354.11	AP1M2	1.09217731856584	0.0664898398421056	0.27475516987337	0.0204423542178751	2	2	2	10053	19	10572670	10587314
ENSG00000188321.13	ZNF559	1.09215422884281	0.0177521396628979	0.27476531692554	0.297401891625064	2	2	2	84527	19	9323771	9345870
ENSG00000164054.15	SHISA5	1.09210719731124	0.0926997009635998	0.274785986280391	0.00771767423565087	2	2	2	51246	3	48467875	48504809
ENSG00000135378.3	PRRG4	1.0919409198394	0.150696674401739	0.274859070194212	0.00339654401092856	2	2	2	79056	11	32829755	32858119
ENSG00000213639.9	PPP1CB	-1.09184077986842	-0.0222178036475671	0.27490309110431	0.153238986899714	2	2	2	5500	2	28751603	28802939
ENSG00000171488.14	LRRC8C	1.09159485882021	0.139067848779093	0.275011216896465	0.00402309176764865	2	2	2	84230	1	89615809	89719532
ENSG00000155463.12	OXA1L	1.09116544934397	0.146494221212573	0.275200087903994	0.00422581700610452	3	3	3	5018	14	22766687	22773041
ENSG00000137876.9	RSL24D1	1.09075158207993	0.0519711826294926	0.275382206611113	0.0332956878158447	3	3	3	51187	15	55180805	55196940
ENSG00000184207.8	PGP	-1.09033304426565	-0.0341597721636612	0.275566464182432	0.0698715398575095	2	2	2	283871	16	2211592	2214839
ENSG00000177427.12	MIEF2	1.08978867318708	0.0480055065079593	0.275806244570774	0.0282032619276663	2	2	2	125170	17	18260661	18266551
ENSG00000187244.10	BCAM	1.08960702435958	0.166239758204014	0.27588628751158	0.0035206465076683	2	2	2	4059	19	44809058	44821420
ENSG00000109762.15	SNX25	-1.08902191803968	-1.53649318217538	0.276144220345031	3.57193928497575e-05	2	2	2	83891	4	185204236	185363965
ENSG00000100211.10	CBY1	-1.0884175927643	-0.0399719224870332	0.27641079807897	0.0532545331598183	2	2	2	25776	22	38656637	38673849
ENSG00000114316.12	USP4	1.08801354298947	0.0739412569418904	0.276589128862991	0.0147294317380991	2	2	2	7375	3	49277143	49340052
ENSG00000283095.1	ABC11-4932300O16.1	1.0879818002641	0.0797395391031219	0.276603142105243	0.0136094424185851	2	2	2	NA	NA	NA	NA
ENSG00000132109.9	TRIM21	-1.08776077471263	-0.0948777313277001	0.276700730149739	0.00752279054978151	2	2	2	6737	11	4384896	4393701
ENSG00000177628.15	GBA	1.08673628988403	0.0323614077715711	0.27715337106464	0.0753089480625285	2	2	2	2629	1	155234451	155244626
ENSG00000169884.13	WNT10B	1.08658622925998	0.0284378111128778	0.277219713628083	0.0864269889523955	2	2	2	7480	12	48965339	48979586
ENSG00000140406.3	MESDC1	-1.0863664338418	-0.402365015692051	0.277316905825483	0.00049348379278611	2	2	2	NA	NA	NA	NA
ENSG00000155729.12	KCTD18	-1.0859451075374	-0.113229454845121	0.277503278644867	0.00607927218971871	2	2	2	130535	2	200488957	200510067
ENSG00000134109.10	EDEM1	-1.08591252335891	-0.0719186637190847	0.277517695741947	0.012340913735569	2	3	3	9695	3	5187706	5219962
ENSG00000116151.13	MORN1	-1.08581747428333	-0.019383857449338	0.277559753782947	0.214696278157735	3	3	3	79906	1	2321252	2391553
ENSG00000166436.15	TRIM66	-1.08551784174718	-0.0196181124787639	0.277692365887602	0.241592734606492	3	3	3	9866	11	8612039	8683230
ENSG00000048028.11	USP28	-1.08530396568603	-0.0787375054997618	0.277787050067041	0.012686749159901	2	2	2	57646	11	113797874	113875571
ENSG00000276651.1	AC007950.2	1.08490642516094	0.230285365687032	0.277963101975289	0.00160193401228215	2	2	2	NA	NA	NA	NA
ENSG00000175087.9	PDIK1L	-1.08484052571298	-0.0525611155828277	0.277992293064041	0.0300527693425536	2	2	2	149420	1	26109130	26125554
ENSG00000197841.14	ZNF181	1.0839078859433	0.0151382527079372	0.278405642766529	0.296391613561405	3	3	3	339318	19	34734193	34746482
ENSG00000164010.13	ERMAP	-1.08376209509951	-0.0339480138521144	0.27847029563814	0.0691860266993455	2	2	2	114625	1	42817121	42844990
ENSG00000170100.13	ZNF778	-1.08370707466923	-0.0152550987971101	0.278494697828519	0.326218194506737	2	2	2	197320	16	89202111	89237140
ENSG00000173261.8	PLAC8L1	1.08364086174933	0.0879135817259284	0.278524065945259	0.0100759273754334	2	2	2	153770	5	146084148	146105576
ENSG00000203666.12	EFCAB2	1.08339948460991	0.00576270474668722	0.278631144344474	2.47207663963487	3	3	3	84288	1	244969681	245125227
ENSG00000198189.10	HSD17B11	-1.08318471613532	-0.0283926346173576	0.2787264422989	0.0944155781545641	3	3	3	51170	4	87336514	87391251
ENSG00000204956.5	PCDHGA1	-1.08299916016623	-0.0575377762819106	0.278808795813214	0.0276843929890674	2	2	2	56114	5	141330513	141512974
ENSG00000117133.10	RPF1	1.08260988983592	0.292812382406845	0.278981615688292	0.000775621154300162	2	2	2	80135	1	84479265	84498351
ENSG00000130707.17	ASS1	-1.08236311988737	-0.131578918957478	0.279091209033241	0.00722227574796769	2	2	2	445	9	130444706	130501273
ENSG00000113205.5	PCDHB3	1.08208447284103	0.0418477815747489	0.279214994553079	0.0594905022075208	3	3	3	56132	5	141100472	141103826
ENSG00000187260.15	WDR86	-1.08183546616551	-0.0589591618652582	0.279325644287403	0.0228115614213204	3	3	3	349136	7	151377973	151410711
ENSG00000101311.15	FERMT1	1.08101699960456	0.049267458223134	0.279689551835058	0.0386351197065155	2	2	2	55612	20	6074844	6123608
ENSG00000236287.7	ZBED5	1.08061304409571	0.0726355007366962	0.279869277721677	0.0136362133171325	2	2	2	58486	11	10852705	10858052
ENSG00000197933.12	ZNF823	-1.08038101077219	-0.0896455216900794	0.2799725483221	0.0129988557005714	2	2	2	55552	19	11721264	11738996
ENSG00000165516.10	KLHDC2	1.0803235781268	0.866302848477404	0.279998113750458	0.000106150662202178	2	2	2	23588	14	49767607	49786384
ENSG00000119986.6	AVPI1	-1.08031928539276	-0.181269312049242	0.28000002467138	0.00245098967124522	1	1	1	60370	10	97677421	97687431
ENSG00000104427.11	ZC2HC1A	-1.08031928539276	-0.114701567386375	0.28000002467138	0.0063725204779416	1	1	1	51101	8	78666048	78719764
ENSG00000160179.18	ABCG1	1.08031928539276	0.392367180150953	0.28000002467138	0.000524993669256168	1	1	1	9619	21	42199688	42304386
ENSG00000171649.11	ZIK1	1.08031928539276	0.0797428715792089	0.28000002467138	0.0133175545662893	1	1	1	284307	19	57583641	57593889
ENSG00000089876.11	DHX32	1.08031928539276	0.121215076295037	0.28000002467138	0.0054738465241118	1	1	1	55760	10	125836336	125881291
ENSG00000156026.14	MCU	-1.08031928539276	-1.85736863874808	0.28000002467138	2.44335766348014e-05	1	1	1	90550	10	72692142	72887693
ENSG00000040933.15	INPP4A	1.08031928539276	0.0971923639444605	0.28000002467138	0.0105917636496915	1	1	1	3631	2	98444537	98594391
ENSG00000205129.8	C4orf47	-1.08031928539276	-0.124774509931464	0.28000002467138	0.00494024402530141	1	1	1	441054	4	185405226	185449827
ENSG00000113595.14	TRIM23	-1.08031928539276	-0.0556071362393051	0.28000002467138	0.0236384324163045	1	1	1	373	5	65589689	65624332
ENSG00000108578.14	BLMH	1.08031928539276	0.593051129772668	0.28000002467138	0.000274926255026572	1	1	1	642	17	30248202	30291943
ENSG00000075884.13	ARHGAP15	1.08031928539276	1.4639276025431	0.28000002467138	3.27774385495194e-05	1	1	1	55843	2	143070972	143768351
ENSG00000148965.9	SAA4	-1.08031928539276	-1.3524029829078	0.28000002467138	4.84660005687673e-05	1	1	1	6291	11	18231354	18236801
ENSG00000078114.18	NEBL	-1.08031928539276	-0.765523047514786	0.28000002467138	0.000112994446069277	1	1	1	10529	10	20779972	21293049
ENSG00000227718.1	AC016730.1	1.08031928539276	6.71636024908038	0.28000002467138	1.53505343302105e-06	1	1	1	NA	NA	NA	NA
ENSG00000197444.9	OGDHL	1.08031928539276	0.0240785343860829	0.28000002467138	0.170852504755314	1	1	1	55753	10	49734640	49762378
ENSG00000185133.13	INPP5J	-1.08031928539276	-0.044678668676353	0.28000002467138	0.0444067485864346	1	1	1	27124	22	31107735	31134696
ENSG00000166848.5	TERF2IP	1.08031928539276	0.761082740611204	0.28000002467138	0.000102466957517711	1	1	1	54386	16	75647772	75657431
ENSG00000177885.13	GRB2	-1.08031928539276	-0.239405750026025	0.28000002467138	0.00156209550199177	1	1	1	2885	17	75318075	75405677
ENSG00000259237.1	RP11-209E8.1	1.08031928539276	0.0161784876288099	0.28000002467138	0.295265241695308	1	1	1	NA	NA	NA	NA
ENSG00000247315.3	ZCCHC3	-1.08031928539276	-0.197518059038727	0.28000002467138	0.00243973004586472	1	1	1	85364	20	297569	300320
ENSG00000184838.14	PRR16	1.08031928539276	1.15282596865708	0.28000002467138	8.45055591182568e-05	1	1	1	51334	5	120464221	120794586
ENSG00000132518.6	GUCY2D	1.08031928539276	0.0351477075061754	0.28000002467138	0.0563300783386775	1	1	1	3000	17	8002614	8020341
ENSG00000113597.17	TRAPPC13	-1.08031928539276	-0.18746640586561	0.28000002467138	0.00207985388511833	1	2	2	80006	5	65625026	65666232
ENSG00000006432.15	MAP3K9	-1.08031928539276	-0.427149806924379	0.28000002467138	0.000485909779262687	1	1	1	4293	14	70722525	70809512
ENSG00000277399.4	GPR179	1.08031928539276	0.0450278868184109	0.28000002467138	0.0372658551249946	1	1	1	440435	17	38324570	38343955
ENSG00000101544.8	ADNP2	1.08031928539276	77.7206215410723	0.28000002467138	1.63984107325105e-08	1	1	1	22850	18	80109250	80140345
ENSG00000221963.5	APOL6	-1.08031928539276	-0.194915260859663	0.28000002467138	0.00208567969380768	1	1	1	80830	22	35648315	35668405
ENSG00000111275.12	ALDH2	-1.08031928539276	-0.102054347148753	0.28000002467138	0.0067645853049804	1	1	1	217	12	111766932	111817531
ENSG00000206418.3	RAB12	-1.08031928539276	-0.230891001195872	0.28000002467138	0.0016457819693174	1	1	1	201475	18	8609427	8639382
ENSG00000165046.12	LETM2	-1.08031928539276	-0.273778149634799	0.28000002467138	0.000980584101729216	1	1	1	137994	8	38382504	38409526
ENSG00000169018.5	FEM1B	-1.08031928539276	-0.159268756608658	0.28000002467138	0.00318149995085977	1	1	1	10116	15	68277744	68295861
ENSG00000173262.11	SLC2A14	1.08031928539276	0.70814006424302	0.28000002467138	0.000153291490664657	1	1	1	144195	12	7812513	7891195
ENSG00000160360.12	GPSM1	-1.08031928539276	-1.83573410103027	0.28000002467138	2.50351340546187e-05	1	1	1	26086	9	136327538	136359604
ENSG00000204140.9	CLPSL1	1.08031928539276	0.0212651735977138	0.28000002467138	0.174061574262562	1	4	4	340204	6	35781018	35794038
ENSG00000078902.15	TOLLIP	1.08031928539276	0.0296827710706072	0.28000002467138	0.0760910691725071	1	2	2	54472	11	1274370	1309631
ENSG00000070808.15	CAMK2A	1.08031928539276	1.75336645389686	0.28000002467138	2.86604792011271e-05	1	1	1	815	5	150219490	150290129
ENSG00000114739.13	ACVR2B	1.08031928539276	0.147885425870616	0.28000002467138	0.00356385565607974	1	1	1	93	3	38453889	38493141
ENSG00000198851.9	CD3E	1.08031928539276	0.387990943181048	0.28000002467138	0.000669631096799079	1	1	1	916	11	118304729	118316172
ENSG00000081791.8	KIAA0141	1.08031928539276	0.0332038144004369	0.28000002467138	0.0700104355164345	1	1	1	NA	NA	NA	NA
ENSG00000234719.8	NPIPB2	-1.08031928539276	-0.0116012584846128	0.28000002467138	0.686449855732882	1	1	1	729978	16	11927262	11976649
ENSG00000168676.10	KCTD19	1.08031928539276	0.0877375118657945	0.28000002467138	0.00874213405963948	1	1	1	146212	16	67289431	67326740
ENSG00000179750.15	APOBEC3B	-1.08031928539276	-0.0324448499420007	0.28000002467138	0.0746714411205904	1	1	1	9582	22	38982346	38992778
ENSG00000128309.16	MPST	1.08031928539276	0.187224380985993	0.28000002467138	0.00229876427228285	1	1	1	4357	22	37019741	37029814
ENSG00000182093.14	WRB	-1.08031928539276	-0.0321507392359183	0.28000002467138	0.0595917810168488	1	1	1	NA	NA	NA	NA
ENSG00000163291.14	PAQR3	1.08031928539276	0.57691672570257	0.28000002467138	0.000243907034665297	1	1	1	152559	4	78887224	78939437
ENSG00000137392.9	CLPS	1.08031928539276	0.0415555538382168	0.28000002467138	0.0455808712606432	1	4	4	1208	6	35794981	35797322
ENSG00000071655.17	MBD3	-1.08031928539276	-0.186536963531761	0.28000002467138	0.00208756861522939	1	1	1	53615	19	1573595	1592864
ENSG00000011478.11	QPCTL	-1.08031928539276	-0.0494803105019854	0.28000002467138	0.0348646994897835	1	1	1	54814	19	45692399	45703986
ENSG00000153714.5	LURAP1L	-1.08031928539276	-0.653429512456323	0.28000002467138	0.00016169055526441	1	1	1	286343	9	12774993	12823059
ENSG00000134899.18	ERCC5	1.08031928539276	0.0616915457906997	0.28000002467138	0.0184346640350406	1	1	1	2073	13	102846031	102875994
ENSG00000125910.5	S1PR4	-1.08031928539276	-5.11381869353132	0.28000002467138	3.18934293029165e-06	1	1	1	8698	19	3178768	3180331
ENSG00000156853.12	ZNF689	1.08031928539276	10.6433155308092	0.28000002467138	6.74827584824082e-07	1	1	1	115509	16	30602557	30610774
ENSG00000168894.9	RNF181	-1.08031928539276	-0.285279666363215	0.280000024671381	0.000850315139901125	1	1	1	51255	2	85593822	85597707
ENSG00000172399.5	MYOZ2	-1.08031928539276	-0.305685265865157	0.280000024671381	0.000699738278003676	1	1	1	51778	4	119135831	119187788
ENSG00000137463.4	MGARP	1.08031928539276	0.199329332053745	0.280000024671381	0.00214732630157137	1	1	1	84709	4	139266164	139280224
ENSG00000166004.14	CEP295	1.08031928539276	2.33043953956796	0.280000024671381	1.8000994515157e-05	1	1	1	85459	11	93661681	93730380
ENSG00000260325.1	HSPB9	1.08031928539276	0.0450556663638643	0.280000024671381	0.0373932660306593	1	1	1	94086	17	42122803	42123351
ENSG00000196428.12	TSC22D2	-1.08031928539276	-0.142914868380705	0.280000024671381	0.00372230271883458	1	1	1	9819	3	150408297	150466421
ENSG00000167380.16	ZNF226	1.08031928539276	0.132173917355919	0.280000024671381	0.00422039279214503	1	1	1	7769	19	44165069	44198260
ENSG00000117560.7	FASLG	-1.08031928539276	-1.17999966112154	0.280000024671381	4.72933621749731e-05	1	1	1	356	1	172659102	172666875
ENSG00000088038.17	CNOT3	-1.08031928539276	-0.122054253682975	0.280000024671381	0.00532475680884458	1	1	1	4849	19	54137688	54155689
ENSG00000184254.16	ALDH1A3	-1.08031928539276	-0.0593244106838868	0.280000024671381	0.0233022168493741	1	1	1	220	15	100879830	100916625
ENSG00000272630.1	RP11-344N10.5	1.08031928539276	0.04983916925646	0.280000024671381	0.0265539149342245	1	1	1	NA	NA	NA	NA
ENSG00000215244.2	RP11-563J2.2	1.08031928539276	0.0649840475755823	0.280000024671381	0.0186317336809421	1	1	1	NA	NA	NA	NA
ENSG00000104936.17	DMPK	-1.079604253459	-0.0462016982946659	0.280318446542874	0.035698531452617	2	2	2	1760	19	45769708	45782489
ENSG00000137726.16	FXYD6	-1.07957227339306	-0.132083600642795	0.280332693822819	0.00334433040005546	2	2	2	53826	11	117836980	117877429
ENSG00000197978.9	GOLGA6L9	1.07915498792556	0.022621843137165	0.280518641678179	0.145671649343765	4	4	4	440295	15	82429362	82439152
ENSG00000136783.9	NIPSNAP3A	-1.079077106456	-0.0463788667696017	0.280553355952831	0.0371012944779802	2	3	3	25934	9	104747682	104760119
ENSG00000157322.17	CLEC18A	-1.07891823028446	-0.0087785569573138	0.280624181216377	1.06765946082587	2	3	3	348174	16	69950231	69968477
ENSG00000160229.11	ZNF66	-1.07885600428724	-0.0397263285354741	0.280651924195836	0.0467632408657208	2	2	2	7617	19	20776303	20809994
ENSG00000146147.14	MLIP	-1.07876004107132	-0.214438175379727	0.28069471230424	0.00150784742676486	2	2	2	90523	6	54018915	54266324
ENSG00000118276.11	B4GALT6	-1.0785379528902	-0.0876735367629381	0.280793754039902	0.00961557968139237	2	2	2	9331	18	31622245	31724669
ENSG00000116641.17	DOCK7	-1.07834445661985	-0.172471019703623	0.280880064359502	0.00194059207633162	2	2	2	85440	1	62454725	62688385
ENSG00000164244.20	PRRC1	-1.07818006931346	-0.0389669431127173	0.280953404579441	0.0137889126897264	3	3	3	133619	5	127517623	127555084
ENSG00000226328.6	NUP50-AS1	-1.07795923962958	-0.051774814144381	0.281051946623563	0.0306217477505361	2	2	2	NA	NA	NA	NA
ENSG00000101447.14	FAM83D	-1.07777809465717	-0.260295431473205	0.281132797455752	0.00118082142908304	2	2	2	81610	20	38926416	38953105
ENSG00000178248.11	LINC01658	1.07722028972769	0.0137503186684532	0.281381862904267	0.41310379147083	2	2	2	NA	NA	NA	NA
ENSG00000198168.8	SVIP	-1.0771976807489	-0.0166910709867837	0.281391961194921	0.259373232787816	3	3	3	258010	11	22812428	22829864
ENSG00000222041.10	CYTOR	-1.07716633506038	-0.267454976572614	0.281405962140083	0.00107375112214364	2	3	3	112597	2	87455426	87521517
ENSG00000165105.9	RASEF	1.07635947312074	0.113707813133634	0.281766519858682	0.00662390339525007	2	2	2	158158	9	82979588	83063171
ENSG00000159228.12	CBR1	1.07615072433566	0.0275000512601843	0.281859853225442	0.111658356724529	2	3	3	873	21	36070023	36073163
ENSG00000054282.15	SDCCAG8	1.07613827516249	0.0189794205034254	0.281865420019771	0.226974698816931	2	2	2	10806	1	243255417	243503682
ENSG00000014641.17	MDH1	1.07590042994487	0.0606609922454452	0.28197178963236	0.0243611579940924	2	2	2	4190	2	63588962	63607196
ENSG00000181163.13	NPM1	-1.07423590878712	-0.431470161183287	0.282716962068164	0.000424761868893927	2	2	2	4869	5	171387115	171410899
ENSG00000105928.13	DFNA5	1.07401775245445	0.0221020766530056	0.282814725084718	0.170939881068062	2	2	2	NA	NA	NA	NA
ENSG00000182534.13	MXRA7	1.07389673592297	0.00662539548714499	0.282868966445219	1.83917642500858	4	4	4	439921	17	76672550	76710964
ENSG00000142197.12	DOPEY2	1.07348215953211	0.052163087165267	0.283054839025625	0.0305973452477118	2	2	2	NA	NA	NA	NA
ENSG00000006468.13	ETV1	1.07345907597016	0.128181290972142	0.283065190819482	0.00606321194639082	2	2	2	2115	7	13891228	13991424
ENSG00000205138.3	SDHAF1	1.07331853159281	0.116147206500124	0.283128223301264	0.00693463254793663	2	2	2	644096	19	35995187	35996311
ENSG00000021300.13	PLEKHB1	1.07311870834522	0.0190740610886224	0.283217858022455	0.202704112662575	2	2	2	58473	11	73646580	73662818
ENSG00000105855.9	ITGB8	1.07256005179115	0.0194767790758806	0.283468556610354	0.180768539683512	2	2	2	3696	7	20329818	20415753
ENSG00000257698.1	RP11-620J15.3	-1.07227751830491	-1.08103103867134	0.283595401462309	8.33196853087132e-05	2	2	2	NA	NA	NA	NA
ENSG00000233903.2	Z83851.4	-1.07193337433983	-0.0731390941975583	0.28374995857308	0.015853187628827	2	2	2	NA	NA	NA	NA
ENSG00000008869.11	HEATR5B	-1.07169274646706	-0.175719618441902	0.283858059864732	0.00254663358878562	2	2	2	54497	2	36980894	37084383
ENSG00000126247.10	CAPNS1	-1.07164653897937	-0.0911121135474693	0.283878821619727	0.00875534451133272	2	2	2	826	19	36140065	36150352
ENSG00000123091.4	RNF11	1.07152689929024	0.325179113077856	0.28393258240131	0.000742588161802386	2	2	2	26994	1	51236272	51273446
ENSG00000039139.9	DNAH5	1.07132390654149	0.0468825187308343	0.284023814127234	0.0364638791525143	2	3	3	1767	5	13690327	14011828
ENSG00000271780.1	RP11-1017G21.5	-1.07083476672646	-0.0185954275577518	0.284243731422497	0.166243652062469	3	3	3	NA	NA	NA	NA
ENSG00000168273.7	SMIM4	1.07065314624174	0.572258507141645	0.284325417338359	0.000137024114634416	2	2	2	440957	3	52535985	52541889
ENSG00000148396.18	SEC16A	1.07027147054302	0.545451195134205	0.284497132173073	0.000331372188318534	2	2	2	9919	9	136440095	136484551
ENSG00000088854.12	C20orf194	-1.06988168907038	-0.0538894798270252	0.284672566183016	0.0236842597526755	2	2	2	NA	NA	NA	NA
ENSG00000127084.17	FGD3	-1.06980340106352	-0.0332473920717381	0.284707811107544	0.0636093484052413	2	2	2	89846	9	92947522	93036235
ENSG00000225932.3	CTAGE4	1.06972147151071	0.0283473798796341	0.284744698601571	0.0931045758350344	2	3	3	100128553	7	144183465	144186079
ENSG00000099904.15	ZDHHC8	-1.06876374747529	-0.0690255255100981	0.285176138599871	0.0157360104560265	2	2	2	29801	22	20131803	20148006
ENSG00000269959.1	SPACA6P-AS	1.06803123653214	0.0499672104035788	0.285506421754306	0.0346815568140083	3	3	3	NA	NA	NA	NA
ENSG00000205209.7	SCGB2B2	-1.06645860126178	-0.0466546623046759	0.286216383302138	0.0453606682028549	2	2	2	284402	19	34585528	34677158
ENSG00000125652.7	ALKBH7	-1.06588323239897	-0.0776640722533033	0.286476429623166	0.0119967496766632	2	2	2	84266	19	6372793	6375249
ENSG00000161654.9	LSM12	-1.06568387786371	-0.0927257422825437	0.28656656801517	0.0124369850064484	2	2	2	124801	17	44034327	44067586
ENSG00000156253.6	RWDD2B	-1.06543198454401	-0.0541532207435954	0.286680489269553	0.0256534978227109	2	2	2	10069	21	29004383	29019348
ENSG00000166268.10	MYRFL	-1.06532110129031	-0.0132466104397135	0.286730647014475	0.314001514422767	2	2	2	196446	12	69824517	69959096
ENSG00000158480.10	SPATA2	-1.06513535937623	-0.129019139420885	0.286814680151352	0.00461643518993765	2	2	2	9825	20	49903390	49915528
ENSG00000141971.12	MVB12A	-1.06482753336082	-0.0238188402346335	0.28695398304393	0.150771096736449	2	4	4	93343	19	17405740	17425331
ENSG00000142937.11	RPS8	1.06448226515012	0.052469258445879	0.287110284281932	0.0255972012890212	3	3	3	6202	1	44775539	44778778
