gene	gene_name	zscore	effect_size	pvalue	var_g	n_snps_used	n_snps_in_cov	n_snps_in_model	GeneID	chromosome.x	start_position	end_position
ENSG00000134440.11	NARS	-2.03745728225643	-0.31999026443064	0.0416042385642297	0.00263196936076738	2	2	2	NA	NA	NA	NA
ENSG00000169184.5	MN1	2.03737626661728	0.111743171227308	0.0416123503440476	0.0222985170513643	2	2	2	4330	22	27748276	27801755
ENSG00000135541.20	AHI1	2.0366065822516	0.0230936645752146	0.0416894826502421	0.551541209097835	3	3	3	54806	6	135283531	135497770
ENSG00000165804.15	ZNF219	2.03628485446168	0.184321780723607	0.041721759779087	0.00706050809982687	2	2	2	51222	14	21090075	21104721
ENSG00000139133.6	ALG10	-2.03606661362941	-0.274982828229419	0.0417436666873273	0.00349158583471876	2	2	2	84920	12	34022314	34035295
ENSG00000140534.13	TICRR	2.03579515864657	0.0929427552214721	0.041770928793536	0.0308430019448399	2	2	2	90381	15	89575468	89628022
ENSG00000272438.1	RP11-54O7.16	2.03577973635364	0.0835430976969424	0.0417724781000769	0.0402778011740074	2	2	2	NA	NA	NA	NA
ENSG00000177685.16	CRACR2B	-2.03575592193579	-0.379768064024874	0.0417748705657809	0.00199292250923461	3	3	3	283229	11	825557	831990
ENSG00000241043.1	GVQW1	2.03547837847056	0.113093496151409	0.0418027619440574	0.0215956370082305	3	3	3	NA	NA	NA	NA
ENSG00000185924.6	RTN4RL1	-2.03474654113665	-0.0926807756180467	0.0418763825989337	0.0296343844801368	2	2	2	146760	17	1934676	2025333
ENSG00000100985.7	MMP9	2.03352022171021	0.13579265543291	0.041999992687378	0.0148517735540295	1	1	1	4318	20	46008907	46016560
ENSG00000122863.5	CHST3	-2.03352022171021	-0.232029795177812	0.0419999926873781	0.00503538984562974	1	1	1	9469	10	71964394	72013561
ENSG00000171044.10	XKR6	2.03352022171021	0.378712844320801	0.0419999926873781	0.00229747824526167	1	1	1	286046	8	10893763	11201832
ENSG00000155744.9	FAM126B	2.03352022171021	3.90558086743688	0.0419999926873781	1.79491847743398e-05	1	1	1	285172	2	200973717	201071670
ENSG00000143324.13	XPR1	2.03352022171021	0.732075163455999	0.0419999926873781	0.000521289727417894	1	1	1	9213	1	180632021	180890278
ENSG00000149564.11	ESAM	2.03352022171021	1.11578381805944	0.0419999926873781	0.000214073693783592	1	1	1	90952	11	124753125	124762289
ENSG00000181220.15	ZNF746	-2.0335202217102	-0.192480566440246	0.0419999926873781	0.00752314791078871	1	2	2	155061	7	149472695	149497808
ENSG00000161956.12	SENP3	2.02979188152969	0.13036539306127	0.0423776985398317	0.0159268265307818	3	3	3	26168	17	7561918	7571968
ENSG00000197748.12	CFAP43	2.02715733674828	0.0408316595354559	0.0426463246843863	0.172011018456364	3	3	3	80217	10	104129887	104232363
ENSG00000133048.12	CHI3L1	2.02610642126932	0.126911238352988	0.0427538802229374	0.0155740324546958	3	3	3	1116	1	203178930	203186703
ENSG00000119661.14	DNAL1	-2.02550736692521	-0.184035029914303	0.0428152927738423	0.00750307593952612	2	2	2	83544	14	73644985	73703731
ENSG00000123094.15	RASSF8	2.02526130496551	2.01002166877274	0.0428405396182499	6.38281927047909e-05	2	2	2	11228	12	25958231	26079888
ENSG00000171206.13	TRIM8	-2.02407263057942	-0.161289163512236	0.0429626792201663	0.0101621385308993	2	2	2	81603	10	102644478	102658318
ENSG00000162878.12	PKDCC	-2.02371001243591	-0.452734806955344	0.0429999977864346	0.00138507297223524	1	1	1	91461	2	42048020	42058516
ENSG00000169474.4	SPRR1A	2.02371001243591	0.223856152103763	0.0429999977864346	0.00546589765614633	1	1	1	6698	1	152984080	152985813
ENSG00000068912.13	ERLEC1	2.02371001243591	0.234908540872106	0.0429999977864346	0.00797587412554614	1	1	1	27248	2	53787016	53834523
ENSG00000215817.5	ZC3H11B	2.02371001243591	0.0886551660883978	0.0429999977864346	0.0369701412785462	1	1	1	643136	1	219608011	219613144
ENSG00000139684.13	ESD	-2.02371001243591	-0.418497739358097	0.0429999977864347	0.00160293372950324	1	1	1	2098	13	46771255	46797699
ENSG00000110075.14	PPP6R3	-2.01986037566776	-0.576299887452475	0.0433978724123402	0.000909610712956018	2	2	2	55291	11	68460723	68615333
ENSG00000110063.8	DCPS	2.01878667039477	0.105393378825751	0.0435093970873917	0.0243774330247922	2	3	3	28960	11	126304059	126350004
ENSG00000158863.21	FAM160B2	2.01853194820729	0.0751115225794445	0.0435358903230591	0.0478572837130039	4	4	4	NA	NA	NA	NA
ENSG00000182150.15	ERCC6L2	2.01753089433944	0.0512290374812475	0.0436401403333011	0.106725426703464	3	3	3	375748	9	95875631	96041091
ENSG00000104312.7	RIPK2	2.01639655614631	0.255290219070634	0.0437585253477728	0.00428919106519994	2	2	2	8767	8	89757815	89791063
ENSG00000260804.3	LINC01963	2.01486629199349	0.050225071004532	0.0439186607266928	0.117289314356513	3	3	3	150967	2	216216888	216220191
ENSG00000125384.6	PTGER2	-2.01409077644348	-0.505285972798201	0.0440000037343034	0.00137702954460749	1	2	2	5732	14	52314311	52328597
ENSG00000178951.8	ZBTB7A	-2.01409077644348	-2.02426307591958	0.0440000037343034	6.63010751726821e-05	1	1	1	51341	19	4043302	4066898
ENSG00000110711.9	AIP	2.01409077644348	0.204477309030086	0.0440000037343034	0.00661091345063101	1	1	1	9049	11	67468178	67491102
ENSG00000120903.12	CHRNA2	2.01409077644348	0.487352960777324	0.0440000037343035	0.00106692509375157	1	1	1	1135	8	27459755	27479284
ENSG00000131503.20	ANKHD1	2.01409077644348	24.8633014204382	0.0440000037343035	4.67173919668925e-07	1	1	1	54882	5	140401832	140539848
ENSG00000173809.17	TDRD12	-2.01409077644348	-0.152810017867427	0.0440000037343035	0.0127793199098784	1	1	1	91646	19	32719766	32829579
ENSG00000145592.13	RPL37	2.01409077644348	0.844889998516307	0.0440000037343035	0.000379979313045603	1	1	1	6167	5	40825261	40835221
ENSG00000198863.7	RUNDC1	2.01409077644348	0.304087626099781	0.0440000037343035	0.00299746267426853	1	1	1	146923	17	42980515	42995141
ENSG00000123472.12	ATPAF1	-2.01409077644348	-0.528163128605683	0.0440000037343035	0.000968241310283487	1	1	1	64756	1	46632736	46668556
ENSG00000157796.17	WDR19	-2.01409077644348	-0.681722308742201	0.0440000037343035	0.000465430888750308	1	1	1	57728	4	39182472	39285809
ENSG00000105640.12	RPL18A	2.01409077644348	0.431623686756895	0.0440000037343035	0.00164060062939101	1	1	1	6142	19	17859909	17863318
ENSG00000103152.11	MPG	2.01409077644348	0.208019406625714	0.0440000037343035	0.00589935443521894	1	1	1	4350	16	77006	85845
ENSG00000101216.10	GMEB2	-2.01409077644348	-0.205119793462436	0.0440000037343035	0.0059065683173137	1	1	1	26205	20	63587601	63627100
ENSG00000197323.11	TRIM33	-2.01391721907858	-0.383267060787984	0.0440182253903222	0.00202185057264973	2	2	2	51592	1	114392786	114511202
ENSG00000198887.8	SMC5	-2.01301798374239	-0.161394722213209	0.0441127374682438	0.0116314186298773	3	3	3	23137	9	70258961	70354872
ENSG00000182263.13	FIGN	-2.0090097154378	-0.104410956421684	0.0445361034103297	0.0243255123004047	3	3	3	55137	2	163602610	163736154
ENSG00000084092.6	NOA1	-2.00828262066773	-0.210749485793573	0.0446132676263675	0.00715233314759037	2	2	2	84273	4	56963349	56977605
ENSG00000182541.17	LIMK2	-2.00816779216255	-0.303613232099164	0.0446254643110224	0.00296847683484558	2	2	2	3985	22	31212297	31280079
ENSG00000076248.10	UNG	2.00658184648282	0.0774448209144252	0.0447942058660111	0.0434421066400416	2	2	2	7374	12	109097596	109110991
ENSG00000111961.17	SASH1	2.00465440750122	2.44231902857376	0.0450000058051628	3.75837682629777e-05	1	1	1	23328	6	148193439	148552048
ENSG00000121764.11	HCRTR1	-2.00465440750122	-0.161669510594059	0.0450000058051629	0.0125806512022336	1	1	1	3061	1	31617688	31632517
ENSG00000148572.15	NRBF2	-2.00465440750122	-0.335629491184796	0.0450000058051629	0.00231845952496597	1	1	1	29982	10	63133324	63155028
ENSG00000168487.17	BMP1	2.00465440750122	0.238282927721574	0.0450000058051629	0.00457671261747986	1	1	1	649	8	22165371	22212325
ENSG00000138398.15	PPIG	2.00465440750122	9.72587180538856	0.0450000058051629	2.98987027124774e-06	1	1	1	9360	2	169584342	169641405
ENSG00000120899.17	PTK2B	-2.00465440750122	-0.383620064927487	0.0450000058051629	0.00167740860369626	1	1	1	2185	8	27311477	27459390
ENSG00000188629.11	ZNF177	2.00288320626418	0.0742415434689559	0.0451898260578945	0.0502755542069428	2	2	2	7730	19	9363012	9382616
ENSG00000270765.5	GAS2L2	2.00142169866161	0.0962795806595977	0.0453469642275938	0.0260459066000313	2	2	2	246176	17	35744510	35753238
ENSG00000008952.16	SEC62	2.00102693974304	0.259834386580308	0.0453894867776518	0.00388845866725929	2	2	2	7095	3	169966135	169998372
ENSG00000067334.13	DNTTIP2	-2.00041033047139	-0.159320684886748	0.0454559737961851	0.0103956582831137	2	2	2	30836	1	93866283	93879205
ENSG00000172236.16	TPSAB1	-1.99939616504738	-0.121984397009511	0.04556550654567	0.0197051436519312	2	3	3	7177	16	1240704	1242553
ENSG00000182612.10	TSPAN10	1.99727408220602	0.0859332956213708	0.0457954172366774	0.0349059003541726	2	2	2	83882	17	81637195	81648754
ENSG00000151948.11	GLT1D1	1.99616616964755	0.041441239354324	0.0459158384990812	0.165908835418409	4	4	4	144423	12	128853322	128984967
ENSG00000188566.13	NDOR1	1.9953932762146	0.145803384282969	0.0460000037002312	0.0127108999490557	1	1	1	27158	9	137205666	137219360
ENSG00000137869.14	CYP19A1	1.9953932762146	0.355416837221446	0.0460000037002312	0.0020572917938681	1	1	1	1588	15	51208056	51338595
ENSG00000134748.12	PRPF38A	-1.9953932762146	-0.111752672206895	0.0460000037002312	0.0277148022257658	1	1	1	84950	1	52404563	52420835
ENSG00000050405.13	LIMA1	-1.9953932762146	-0.388676775975406	0.0460000037002312	0.00165541874841268	1	1	1	51474	12	50175787	50283519
ENSG00000149050.9	ZNF214	-1.9953932762146	-0.238491960911411	0.0460000037002312	0.00468835877741776	1	1	1	7761	11	6993481	7020366
ENSG00000232388.4	LINC00493	-1.99536375715101	-0.132365948663311	0.0460032207901949	0.0153790233901249	2	2	2	NA	NA	NA	NA
ENSG00000131437.15	KIF3A	1.99466322271483	0.0936654546643868	0.0460796230916732	0.029788732027159	2	2	2	11127	5	132688807	132737562
ENSG00000169019.10	COMMD8	1.99290255156207	0.291628198515224	0.0462721188816541	0.00341886461445149	3	3	3	54951	4	47450786	47463701
ENSG00000172725.13	CORO1B	1.99216226468322	0.496201405913137	0.0463532570758132	0.001036355243699	2	2	2	57175	11	67435509	67443808
ENSG00000149782.11	PLCB3	-1.99165351417312	-0.287989587835829	0.0464090874409126	0.00317178654336653	2	2	2	5331	11	64251529	64269451
ENSG00000152256.13	PDK1	1.99110941523941	1.84165781442242	0.0464688595834587	7.44378422735751e-05	2	2	2	5163	2	172555372	172672697
ENSG00000145623.12	OSMR	1.99076433313008	2.30759452998533	0.0465068022494375	8.36460573756019e-05	2	2	2	9180	5	38846011	38945578
ENSG00000180773.14	SLC36A4	-1.98996919294634	-0.183228514030829	0.0465943292418523	0.00784471273596363	2	2	2	120103	11	93144173	93386037
ENSG00000188171.15	ZNF626	1.9891821112804	0.112841048763229	0.0466811056767691	0.0179916143823551	2	2	2	199777	19	20619938	20661570
ENSG00000122642.10	FKBP9	-1.98811306624364	-0.243711455394728	0.0467991866038195	0.00419809286336594	2	2	2	11328	7	32957426	33006927
ENSG00000172992.11	DCAKD	-1.9873554505249	-0.0136244401229471	0.0468830208229251	1.37450089147872	4	4	4	79877	17	45023337	45061130
ENSG00000275074.1	NUDT18	-1.98707187729757	-0.0443674100594678	0.0469144321942502	0.127951992993324	3	3	3	79873	8	22106871	22110354
ENSG00000137500.9	CCDC90B	1.98692412357483	0.258976439011144	0.0469308058711025	0.00465479742310761	2	2	2	60492	11	83259080	83286366
ENSG00000271420.1	RP5-1057J7.7	-1.98689667409544	-0.484284936058641	0.0469338482793337	0.00133283303905094	2	2	2	NA	NA	NA	NA
ENSG00000038002.8	AGA	1.98664510700374	0.036905284967646	0.0469617388619024	0.183186906280446	3	3	3	175	4	177430773	177442468
ENSG00000204370.9	SDHD	-1.98630023002625	-1.75309181833865	0.046999997126202	8.46730489947801e-05	1	1	1	6392	11	112086872	112095793
ENSG00000198108.3	CHSY3	-1.98630023002625	-0.380339342285408	0.0469999971262021	0.00198502843785941	1	1	1	337876	5	129903383	130186636
ENSG00000083857.13	FAT1	1.98630023002625	0.235366305068637	0.0469999971262021	0.00496917979116697	1	1	1	2195	4	186587788	186726695
ENSG00000150779.11	TIMM8B	1.98630023002625	0.671906027288648	0.0469999971262021	0.000576417888951692	1	1	1	26521	11	112084799	112086755
ENSG00000226887.7	ERVMER34-1	-1.98630023002624	-0.186811664118822	0.0469999971262021	0.00568772225039497	1	1	1	100288413	4	52742552	52751424
ENSG00000230013.1	RP11-217B7.3	1.98630023002624	0.22131873073531	0.0469999971262021	0.0068384460161475	1	1	1	NA	NA	NA	NA
ENSG00000144959.9	NCEH1	1.98456094143089	0.0845101379078635	0.0471933415481562	0.037332936940364	2	2	2	57552	3	172630248	172711066
ENSG00000115944.14	COX7A2L	-1.98231551494338	-0.100957765460232	0.0474439386344622	0.0253491235523532	2	2	2	9167	2	42335558	42368956
ENSG00000226124.6	FTCDNL1	-1.98204547421596	-0.0281107990623796	0.0474741513140332	0.351471921057862	4	4	4	348751	2	199663331	199851191
ENSG00000132744.7	ACY3	1.98104174879541	0.110620796911548	0.0475865919053967	0.0195889193762296	2	2	2	91703	11	67642550	67650828
ENSG00000214736.7	TOMM6	1.98088705395797	0.166025424828592	0.0476039412209473	0.00920732426504732	2	2	2	100188893	6	41787693	41789894
ENSG00000156574.9	NODAL	-1.97942639018694	-0.343586045576173	0.0477680196983505	0.0022726723858748	2	2	2	4838	10	70431935	70447950
ENSG00000143067.4	ZNF697	-1.97882103316978	-0.145368562041485	0.0478361595172064	0.010440103694967	2	2	2	90874	1	119619376	119648265
ENSG00000137824.15	RMDN3	1.97828982493923	0.153130354251684	0.0478960203240402	0.0110285378364087	2	2	2	55177	15	40735886	40755253
ENSG00000176595.3	KBTBD11	1.97736847400665	0.270469471647479	0.0479999948239664	0.00359933251408956	1	1	1	9920	8	1970717	2006942
ENSG00000163746.11	PLSCR2	1.97736847400665	0.226448830162462	0.0479999948239665	0.00457836253178296	1	1	1	57047	3	146391362	146497162
ENSG00000243667.6	WDR92	1.97736847400665	0.089544998434137	0.0479999948239665	0.0304461002049516	1	1	1	NA	NA	NA	NA
ENSG00000239474.6	KLHL41	1.97736847400665	9.41189556624967	0.0479999948239665	2.61154623959549e-06	1	1	1	10324	2	169509701	169526257
ENSG00000158161.15	EYA3	-1.97736847400665	-0.138610120925455	0.0479999948239665	0.0123106367150149	1	1	1	2140	1	27970343	28088670
ENSG00000122490.18	PQLC1	-1.97736847400665	-0.203372604232248	0.0479999948239665	0.00631697468655848	1	1	1	NA	NA	NA	NA
ENSG00000251259.1	AC004069.2	-1.97736847400665	-1.78577314056267	0.0479999948239665	0.000163634556601461	1	1	1	NA	NA	NA	NA
ENSG00000254226.5	LINC01933	-1.97736847400665	-0.0528919054259368	0.0479999948239665	0.0822691032868938	1	1	1	101927115	5	151958897	152270448
ENSG00000172939.8	OXSR1	-1.97736847400665	-0.639373080890093	0.0479999948239665	0.0006317717091124	1	2	2	9943	3	38165050	38255485
ENSG00000066739.11	ATG2B	-1.97686531336722	-0.286585992176382	0.0480568565552649	0.00331392487394604	2	2	2	55102	14	96279194	96363340
ENSG00000171307.18	ZDHHC16	-1.97634848492558	-0.39519391189893	0.0481153217869812	0.0021642556966222	2	2	2	84287	10	97446142	97457369
ENSG00000125821.11	DTD1	-1.97356237783451	-0.0714500003902125	0.048431525194155	0.0579088859259156	2	2	2	92675	20	18588053	18766643
ENSG00000139865.16	TTC6	1.97342544152197	0.0987418738769335	0.0484471113876438	0.0313297009906144	2	2	2	319089	14	37593158	37842716
ENSG00000146373.16	RNF217	1.97329712657226	0.0850084146377318	0.0484617201141637	0.0366504193764172	2	2	2	154214	6	124962405	125092633
ENSG00000160791.13	CCR5	-1.97272300103218	-0.292053062785526	0.0485271299351059	0.00302808591565583	2	2	2	1234	3	46370141	46376205
ENSG00000171444.17	MCC	-1.97218016180079	-0.12125430279586	0.048589043497888	0.0184294890265094	3	3	3	4163	5	113022105	113488452
ENSG00000170677.5	SOCS6	1.97208183426535	0.240320126178224	0.048600265343909	0.00463310508488115	3	3	3	9306	18	70289044	70330198
ENSG00000250334.5	LINC00989	1.97202379558072	0.0151614302743793	0.0486068901576699	1.14012537679484	3	3	3	100506035	4	79492592	79576459
ENSG00000124422.11	USP22	1.97149068132457	0.292105356586013	0.0486677778552002	0.00283171280917744	2	2	2	23326	17	20999595	21043408
ENSG00000119396.10	RAB14	1.97146728899828	0.261406600764494	0.0486704509903194	0.00390389033709854	2	2	2	51552	9	121178132	121201868
ENSG00000165716.10	FAM69B	1.97116671708898	0.103919146928464	0.0487048095204994	0.0258663751935899	2	2	2	NA	NA	NA	NA
ENSG00000165637.13	VDAC2	-1.96994993199424	-0.117525046986318	0.0488441090163083	0.0200787118790008	2	2	2	7417	10	75210169	75231447
ENSG00000115738.9	ID2	1.96863869758576	2.01748890025791	0.0489945954703058	5.96448246202883e-05	2	2	2	3398	2	8682055	8684460
ENSG00000181649.5	PHLDA2	-1.96859169006348	-0.269099678444116	0.0489999976007061	0.00356045176213902	1	1	1	7262	11	2928272	2929419
ENSG00000115267.5	IFIH1	-1.96859169006348	-0.208597368219987	0.0489999976007061	0.00566966096303467	1	1	1	64135	2	162267073	162318683
ENSG00000107731.12	UNC5B	1.96859169006348	1.12107805625895	0.0489999976007061	0.000205219560109401	1	1	1	219699	10	71212534	71302878
ENSG00000164741.14	DLC1	1.96859169006348	0.603200294605179	0.0489999976007061	0.001037084510095	1	1	1	10395	8	13083360	13604619
ENSG00000267065.2	LINC02080	1.96859169006348	0.0358135506449624	0.0489999976007061	0.149768698676566	1	1	1	101928514	17	76799043	76807101
ENSG00000105261.7	OVOL3	-1.96859169006348	-9.81435380443538	0.0489999976007061	3.27744864384013e-06	1	1	1	728361	19	36111142	36113710
ENSG00000105197.10	TIMM50	-1.96859169006348	-0.13757295792353	0.0489999976007061	0.0140890876847599	1	1	1	92609	19	39480837	39493778
ENSG00000121797.9	CCRL2	-1.96859169006348	-0.315411492980719	0.0489999976007061	0.00236329301323584	1	1	1	9034	3	46407165	46409522
ENSG00000100031.18	GGT1	1.96852455290652	0.145520615525176	0.0490077139067263	0.0145469451218462	3	3	3	2678	22	24583749	24628995
ENSG00000198796.6	ALPK2	1.96843654226124	0.0682748162110772	0.0490178308198638	0.0556126047298577	3	3	3	115701	18	58481246	58629090
ENSG00000184903.9	IMMP2L	1.96813485086119	0.0856011708841487	0.0490525238569821	0.0361311338775069	3	3	3	83943	7	110662643	111562530
ENSG00000184517.11	ZFP1	1.96804997076509	0.052916127555736	0.0490622883671976	0.0931351885858169	3	3	3	162239	16	75126284	75172233
ENSG00000153246.12	PLA2R1	1.96749165076831	0.101614449875666	0.0491265575324877	0.0289133403434534	2	2	2	22925	2	159932001	160062614
ENSG00000242259.8	C22orf39	-1.96706533915003	-0.176574078576373	0.049175678545552	0.00783593564766687	2	2	2	128977	22	19440885	19447710
ENSG00000278845.4	MRPL45	-1.96691698550933	-0.0780032927544951	0.0491927819993796	0.0488949423999944	2	2	2	84311	17	38297167	38323210
ENSG00000158773.14	USF1	1.96670792571871	0.146651060483441	0.0492168926415146	0.0101748841221466	3	3	3	7391	1	161039250	161045976
ENSG00000167302.10	TEPSIN	-1.96622859088255	-0.321477516751797	0.0492722112500906	0.00300627672571343	2	2	2	146705	17	81228276	81239091
ENSG00000170608.2	FOXA3	-1.96522439064087	-0.110754796725386	0.0493882721640624	0.021740665437425	2	2	2	3171	19	45864325	45873796
ENSG00000015133.18	CCDC88C	1.96419889497919	0.10080655631638	0.0495070309230447	0.0261455568228229	3	3	3	440193	14	91271322	91417819
ENSG00000150764.13	DIXDC1	1.96408262070881	0.252333529963811	0.0495205113124239	0.00416745409053576	2	2	2	85458	11	111927168	112022652
ENSG00000101670.11	LIPG	-1.96404532837563	-0.0820456068549008	0.0495248354934326	0.0344803040879982	2	2	2	9388	18	49560698	49599184
ENSG00000178966.16	RMI1	-1.96329636495728	-0.170612958379923	0.0496117475930555	0.00964918127661621	3	3	3	80010	9	83980358	84004073
ENSG00000172270.18	BSG	-1.96263344278476	-0.0702408678888449	0.0496887818862709	0.0483081601011224	2	4	4	682	19	571282	583492
ENSG00000129596.4	CDO1	1.96220089570974	0.104737466769585	0.0497390997048727	0.024372633100708	2	2	2	1036	5	115804732	115816658
ENSG00000003393.14	ALS2	-1.96157825314999	-0.0630073518223248	0.0498116061862386	0.0664250126901814	2	2	2	57679	2	201700266	201781152
ENSG00000204642.13	HLA-F	1.96084650099796	0.0264593253797052	0.0498969317057475	0.354726337611024	4	4	4	3134	6	29723433	29740354
ENSG00000102870.5	ZNF629	1.95996403694153	9.60128967571256	0.0499999938747847	2.83716416179245e-06	1	1	1	23361	16	30778455	30787204
ENSG00000137288.9	UQCC2	1.95996403694153	0.323675475791614	0.0499999938747847	0.00326871701238878	1	3	3	84300	6	33696763	33711699
ENSG00000272301.1	RP11-111M22.4	1.95996403694153	3.10439449622655	0.0499999938747847	2.72389242007775e-05	1	1	1	NA	NA	NA	NA
ENSG00000272908.1	RP11-121A8.1	-1.95996403694153	-0.148410492453409	0.0499999938747847	0.0116822626235548	1	1	1	NA	NA	NA	NA
ENSG00000167600.13	CYP2S1	-1.95996403694153	-0.153437975919048	0.0499999938747847	0.0119176008241851	1	1	1	29785	19	41193218	41207538
ENSG00000108187.15	PBLD	-1.95996403694153	-0.0779366308379596	0.0499999938747847	0.0462961727915343	1	1	1	64081	10	68282659	68332957
ENSG00000154839.9	SKA1	1.95996403694153	0.489409779833378	0.0499999938747847	0.00116189448532542	1	1	1	220134	18	50375045	50394167
ENSG00000105426.16	PTPRS	1.95870113231081	0.183800256147904	0.0501477977691148	0.00883224694443476	2	2	2	5802	19	5205502	5340811
ENSG00000272970.1	RP11-329B9.4	-1.95841633191971	-0.0856991829725997	0.0501811799101064	0.0382916958521064	3	3	3	NA	NA	NA	NA
ENSG00000124249.6	KCNK15	1.95620030034733	0.0928473599540225	0.0504415631641463	0.0360341098763797	3	3	3	60598	20	44745604	44752312
ENSG00000259915.2	RP11-410E4.1	1.95533391873983	0.0356051927999888	0.0505436702076517	0.217604436282704	2	2	2	NA	NA	NA	NA
ENSG00000113810.15	SMC4	-1.95531010416809	-0.497362101910387	0.0505464793078403	0.00105519045591228	2	2	2	10051	3	160399637	160434952
ENSG00000130402.11	ACTN4	1.95314026921795	0.199015009914052	0.0508029764554238	0.0070057672364292	2	2	2	81	19	38647648	38731588
ENSG00000175221.14	MED16	-1.95278867402796	-0.255903835302542	0.0508446411465067	0.00393114498806258	2	2	2	10025	19	867960	893227
ENSG00000089737.16	DDX24	-1.95236268202658	-0.399354671691247	0.050895160340817	0.0024649801544757	3	3	3	57062	14	94048286	94081201
ENSG00000112514.15	CUTA	-1.95188721237603	-0.1007826390418	0.0509515968244691	0.0262884530602822	2	2	2	51596	6	33416441	33418106
ENSG00000168438.14	CDC40	-1.95147979259491	-0.832691080249552	0.0509999977277802	0.000435064113047504	1	1	1	51362	6	110180426	110232231
ENSG00000173120.14	KDM2A	1.95147979259491	0.861010614588551	0.0509999977277802	0.000359890746274821	1	1	1	22992	11	67119262	67258081
ENSG00000104043.14	ATP8B4	1.95147979259491	0.151704934512216	0.0509999977277802	0.0115297584081584	1	1	1	79895	15	49858237	50181850
ENSG00000276791.1	CTD-2270P14.5	-1.95147979259491	-0.0304176873456699	0.0509999977277802	0.272224029114433	1	1	1	NA	NA	NA	NA
ENSG00000162004.16	CCDC78	1.95147979259491	0.224155534571837	0.0509999977277802	0.00377088208524407	1	1	1	124093	16	722577	726879
ENSG00000135636.13	DYSF	-1.95147979259491	-0.199980796345394	0.0509999977277802	0.00709928875713758	1	1	1	8291	2	71453153	71686762
ENSG00000089693.10	MLF2	1.95147979259491	0.210597119513501	0.0509999977277802	0.00583636904258992	1	1	1	8079	12	6747995	6753140
ENSG00000228265.5	RALY-AS1	-1.95147979259491	-0.200796892001864	0.0509999977277802	0.00615960287835598	1	1	1	101926888	20	33992487	33994366
ENSG00000228126.1	FALEC	1.95147979259491	0.127495686901715	0.0509999977277803	0.0143771870363282	1	1	1	100874054	1	150515756	150518031
ENSG00000197283.14	SYNGAP1	-1.95147979259491	-0.478730887782582	0.0509999977277803	0.00213673199317695	1	1	1	8831	6	33420064	33453688
ENSG00000159674.11	SPON2	1.95147979259491	0.405134745930623	0.0509999977277803	0.00139570187883959	1	1	1	10417	4	1166931	1208843
ENSG00000149634.4	SPATA25	-1.95147979259491	-0.655280417668333	0.0509999977277803	0.000837886112406217	1	1	1	128497	20	45886490	45890814
ENSG00000176732.6	PFN4	1.95128300036263	0.0545255147179085	0.0510233901583087	0.088552608770254	3	3	3	375189	2	24114808	24124267
ENSG00000184056.14	VPS33B	-1.94840977739652	-0.0782708146925057	0.051365950836431	0.0405248657096004	3	3	3	26276	15	90998415	91022838
ENSG00000197558.11	SSPO	-1.94798444685385	-0.112051449696082	0.051416824190393	0.0221338344504356	2	2	2	NA	NA	NA	NA
ENSG00000111676.14	ATN1	-1.94691738135849	-0.0788527982493726	0.0515446404653032	0.0409106109233438	2	2	2	1822	12	6924458	6942320
ENSG00000124795.14	DEK	-1.94577386572259	-0.447024422754682	0.0516819092372854	0.00124598657532041	2	2	2	7913	6	18223859	18264540
ENSG00000266554.1	LINC01443	-1.94324212858312	-0.315664950161074	0.0519869101219402	0.00263474738282071	2	2	2	400644	18	14946266	14973755
ENSG00000135211.5	TMEM60	-1.94313371181488	-0.0714951327623595	0.0520000047459853	0.0486117080281956	1	1	1	85025	7	77793727	77798433
ENSG00000170310.14	STX8	-1.94313371181488	-6.78914726160192	0.0520000047459853	5.86276272348942e-06	1	1	1	9482	17	9250470	9575893
ENSG00000084731.14	KIF3C	1.94313371181488	0.144197068269435	0.0520000047459854	0.013666871562188	1	1	1	3797	2	25926597	25982739
ENSG00000135862.5	LAMC1	-1.94313371181488	-0.611936009110572	0.0520000047459854	0.000626951513560744	1	1	1	3915	1	183023419	183145591
ENSG00000151876.12	FBXO4	1.94130717913962	0.278989104631692	0.0522210292645128	0.00284648582573087	2	2	2	26272	5	41918060	42040229
ENSG00000269858.5	EGLN2	1.94075508924449	0.226810629867172	0.0522879908187324	0.00466238596048922	5	5	5	112398	19	40799190	40808433
ENSG00000134779.14	TPGS2	1.94053140970046	0.0276553473533227	0.0523151407621636	0.344045491381095	3	3	3	25941	18	36777646	36829002
ENSG00000128298.16	BAIAP2L2	1.93860835166646	0.0802838010724155	0.0525490458290398	0.0382519404679448	2	2	2	80115	22	38084888	38110943
ENSG00000204175.5	GPRIN2	1.93859184032285	0.129407437139579	0.0525510579132753	0.0359541586723126	2	5	5	9721	10	46541735	46557595
ENSG00000277258.4	PCGF2	-1.93687281996679	-0.0354488683061825	0.0527608916614916	0.225934285800926	3	3	3	7703	17	38733897	38749816
ENSG00000105479.15	CCDC114	-1.9353125573061	-0.0432520682471699	0.0529519523149392	0.127173287211948	3	3	3	NA	NA	NA	NA
ENSG00000275383.1	RP11-615I2.6	1.93492090702057	0.104716889795027	0.0530000021928339	0.0217290310262616	1	1	1	NA	NA	NA	NA
